gid,gnd_n,gnd_c,prov_c,dis_c,dsd_c,ghs_count,ghs_sum,ghs_mean
"8961",Attaragoda,"3154070","3","31","3154",775,2975,3.83870967741935
"8962",Bogahamulugoda,"3154105","3","31","3154",413,1413,3.42130750605327
"8963",Bonavistawa,"3154010","3","31","3154",721,10421,14.4535367545076
"8965",Danduhela,"3154225","3","31","3154",346,2246,6.49132947976879
"13777",Madawala,"1330285","1","13","1330",2029,2029,1
"8465",Ketawala,"9112010","9","91","9112",5080,5080,1
"8966",Digaredda,"3154280","3","31","3154",439,3339,7.60592255125285
"8970",Goviyapana,"3154295","3","31","3154",98,6098,62.2244897959184
"8967",Dodampe,"3154065","3","31","3154",841,3241,3.85374554102259
"8968",Dommannegoda,"3154265","3","31","3154",266,7366,27.6917293233083
"8969",Godawatta,"3154145","3","31","3154",1452,10252,7.06060606060606
"8971",Halloluwagoda,"3154055","3","31","3154",441,941,2.13378684807256
"8973",Happawana,"3154110","3","31","3154",357,1457,4.0812324929972
"8974",Harumalgoda Central,"3154140","3","31","3154",340,5240,15.4117647058824
"8975",Harumalgoda East,"3154150","3","31","3154",707,5107,7.22347949080622
"13779",Mathugama North,"1330045","1","13","1330",1095,2895,2.64383561643836
"8993",Maharamba,"3154025","3","31","3154",291,2691,9.24742268041237
"8976",Harumalgoda West,"3154120","3","31","3154",1395,5195,3.72401433691756
"9092",Thiranagama,"3136275","3","31","3136",628,7728,12.3057324840764
"8977",Heenatigala South,"3154045","3","31","3154",259,11959,46.1737451737452
"536",Muttettuthenna,"2121225","2","21","2121",2473,3573,1.44480388192479
"8978",Kahawathugoda,"3154235","3","31","3154",362,2162,5.97237569060773
"8980",Kalahegoda,"3154260","3","31","3154",85,1285,15.1176470588235
"13783",Naravila,"1330070","1","13","1330",3309,3309,1
"8981",Kalapuwa,"3154215","3","31","3154",530,1630,3.07547169811321
"8982",Karandugoda,"3154255","3","31","3154",151,6951,46.0331125827815
"8985",Kathaluwa West,"3154170","3","31","3154",321,8721,27.1682242990654
"8726",Randombe North,"3106230","3","31","3106",287,14287,49.780487804878
"8986",Katukurunda,"3154135","3","31","3154",683,16183,23.6939970717423
"9647",Medakanda,"3324010","3","33","3324",1545,3045,1.97087378640777
"8987",Koggala,"3154165","3","31","3154",1801,56701,31.4830649639089
"8988",Koggala Athireka 1,"3154155","3","31","3154",303,12003,39.6138613861386
"8495",Galgodagama,"9145020","9","91","9145",2712,2712,1
"8989",Koggala Athireka 2,"3154160","3","31","3154",1565,24465,15.6325878594249
"8990",Korahedigoda,"3154205","3","31","3154",950,4550,4.78947368421053
"9093",Thotagamuwa,"3136190","3","31","3136",188,12488,66.4255319148936
"8991",Lanumodara,"3154125","3","31","3154",833,1933,2.32052821128451
"8994",Meegahagoda,"3154230","3","31","3154",455,855,1.87912087912088
"8995",Meepe,"3154100","3","31","3154",1131,3331,2.94518125552608
"8744",Delkabalagoda,"3103250","3","31","3103",1630,8930,5.47852760736196
"8997",Morampitigoda,"3154085","3","31","3154",323,9523,29.4829721362229
"13786",Ovitigala,"1330140","1","13","1330",2267,4267,1.88222320247023
"8747",Elakaka,"3103105","3","31","3103",970,6470,6.67010309278351
"9687",Keerthipura,"3306125","3","33","3306",2779,5079,1.8276358402303
"13787",Panthiya,"1330020","1","13","1330",2364,2364,1
"8751",Galagama,"3103070","3","31","3103",421,2421,5.75059382422803
"8998",Pelessa,"3154200","3","31","3154",2719,8419,3.09635895549834
"8752",Galbada,"3103065","3","31","3103",660,9460,14.3333333333333
"8999",Pitidoowa,"3154095","3","31","3154",675,4875,7.22222222222222
"9000",Piyadigama East,"3154270","3","31","3154",109,6809,62.4678899082569
"9006",Unawatuna East,"3154020","3","31","3154",564,22364,39.6524822695035
"9002",Thaldoowa,"3154285","3","31","3154",640,4040,6.3125
"9003",Thalpe East,"3154075","3","31","3154",310,7610,24.5483870967742
"9004",Thalpe South,"3154040","3","31","3154",361,8261,22.8836565096953
"9649",Mellaketigoda,"3324205","3","33","3324",830,930,1.12048192771084
"9008",Uragasgoda,"3154090","3","31","3154",429,5329,12.4219114219114
"9009",Wadugegoda,"3154250","3","31","3154",117,5417,46.2991452991453
"9010",Welhengoda,"3154185","3","31","3154",429,11929,27.8065268065268
"8761",Kahawegammedda,"3103160","3","31","3103",591,15191,25.7038917089679
"9065",Medagoda,"3136180","3","31","3136",306,1006,3.28758169934641
"9012",Yaddehimulla,"3154005","3","31","3154",462,22762,49.2683982683983
"9014",Akurala North,"3136085","3","31","3136",146,4646,31.8219178082192
"8764",Kolaniya,"3103180","3","31","3103",874,5374,6.1487414187643
"9015",Akurala South,"3136090","3","31","3136",61,3561,58.3770491803279
"9018",Bopagoda,"3136370","3","31","3136",578,5478,9.47750865051903
"9019",Daluwathumulla,"3136135","3","31","3136",186,7686,41.3225806451613
"9020",Deldoowa,"3136020","3","31","3136",445,1145,2.57303370786517
"9021",Delgahadoowa,"3136265","3","31","3136",643,4543,7.06531881804044
"9024",Dewagoda East,"3136015","3","31","3136",309,9209,29.8025889967638
"9025",Dewagoda West,"3136010","3","31","3136",222,7222,32.5315315315315
"9026",Dimbuldoowa,"3136065","3","31","3136",488,6188,12.6803278688525
"9027",Dodandoowa,"3136350","3","31","3136",332,9232,27.8072289156627
"9028",Dodandugoda,"3136340","3","31","3136",479,9479,19.7891440501044
"9030",Galagoda East,"3136035","3","31","3136",1249,24649,19.7349879903923
"9031",Galagoda West,"3136040","3","31","3136",229,1129,4.93013100436681
"9032",Galdoowa,"3136075","3","31","3136",1274,3974,3.1193092621664
"9034",Gammeddegoda,"3136430","3","31","3136",99,5899,59.5858585858586
"9035",Gammeddegoda-Rajgama,"3136440","3","31","3136",94,6294,66.9574468085106
"9038",Godagama North,"3136130","3","31","3136",161,4161,25.8447204968944
"9039",Godagama South,"3136125","3","31","3136",168,5868,34.9285714285714
"9040",Handaudumulla,"3136305","3","31","3136",965,8565,8.87564766839378
"9042",Hegoda,"3136395","3","31","3136",1143,3543,3.0997375328084
"9043",Hennathota,"3136295","3","31","3136",378,6478,17.1375661375661
"9044",Hikkaduwa Central,"3136225","3","31","3136",625,14425,23.08
"9045",Hikkaduwa Nagarikaya,"3136200","3","31","3136",143,12543,87.7132867132867
"9046",Hikkaduwa West,"3136215","3","31","3136",228,12728,55.8245614035088
"9047",Idanthota,"3136025","3","31","3136",633,8333,13.1642969984202
"9048",Imbula,"3136330","3","31","3136",1145,8645,7.55021834061135
"9049",Kadurupe,"3136485","3","31","3136",966,24866,25.7412008281573
"12411",Bandaranayakapura West,"1230020","1","12","1230",202,302,1.4950495049505
"9050",Kahawa,"3136105","3","31","3136",820,12420,15.1463414634146
"9051",Kalupe,"3136170","3","31","3136",1406,5706,4.05832147937411
"9052",Kandegoda,"3136375","3","31","3136",310,2910,9.38709677419355
"9053",Kapumulugoda,"3136450","3","31","3136",724,16424,22.6850828729282
"9054",Karawegoda,"3136360","3","31","3136",250,13550,54.2
"9055",Katudampe,"3136335","3","31","3136",1766,4466,2.52887882219706
"9056",Katukoliha,"3136270","3","31","3136",439,7739,17.628701594533
"9057",Kedala,"3136470","3","31","3136",765,8965,11.718954248366
"9058",Kuda Wewala,"3136260","3","31","3136",309,2809,9.09061488673139
"9059",Kuleegoda East,"3136045","3","31","3136",559,6659,11.912343470483
"9062",Malawenna,"3136165","3","31","3136",1744,14944,8.56880733944954
"9064",Mawadavila,"3136315","3","31","3136",991,8191,8.26538849646821
"9079",Pereliya North,"3136145","3","31","3136",113,8513,75.3362831858407
"9066",Medawala,"3136390","3","31","3136",336,536,1.59523809523809
"9067",Millagoda,"3136235","3","31","3136",157,7357,46.859872611465
"9068",Modara Patuwatha,"3136345","3","31","3136",212,17212,81.188679245283
"9070",Nalagasdeniya,"3136230","3","31","3136",429,16229,37.8298368298368
"9071",Narigama,"3136255","3","31","3136",121,3121,25.7933884297521
"9072",Narigama Wellabada,"3136250","3","31","3136",413,19413,47.0048426150121
"9073",Owakanda,"3136445","3","31","3136",183,6583,35.9726775956284
"9077",Panvila Pahalagoda,"3136320","3","31","3136",2115,9615,4.54609929078014
"9078",Patuwatha,"3136285","3","31","3136",222,13722,61.8108108108108
"9081",Pinkanda,"3136300","3","31","3136",562,5562,9.89679715302491
"9084",Ranapanadeniya,"3136380","3","31","3136",907,7807,8.60749724366042
"9086",Rathna Udagama,"3136410","3","31","3136",208,208,1
"9094",Thotavila,"3136310","3","31","3136",1437,2937,2.04384133611691
"9087",Rejjipura,"3136325","3","31","3136",1577,4677,2.96575776791376
"9088",Rupeewala,"3136465","3","31","3136",172,1172,6.81395348837209
"9089",Seenigama,"3136155","3","31","3136",122,8722,71.4918032786885
"9090",Seenigama East,"3136160","3","31","3136",305,6405,21
"9095",Uduhalpitiya,"3136355","3","31","3136",210,12510,59.5714285714286
"9096",Udumulla,"3136175","3","31","3136",513,7813,15.2300194931774
"9097",Uduwaragoda North,"3136095","3","31","3136",313,4613,14.7380191693291
"9098",Uduwaragoda South,"3136100","3","31","3136",111,7711,69.4684684684685
"9099",Urawatta,"3136005","3","31","3136",381,17581,46.1443569553806
"9100",Usmudulawa,"3136055","3","31","3136",313,17013,54.3546325878594
"9101",Wavulagoda East,"3136210","3","31","3136",110,5210,47.3636363636364
"9102",Wavulagoda West,"3136205","3","31","3136",76,5876,77.3157894736842
"9103",Wellabada,"3136050","3","31","3136",213,11913,55.9295774647887
"9104",Wellabada- Thiranagama,"3136280","3","31","3136",195,11795,60.4871794871795
"9105",Wellawatta,"3136195","3","31","3136",338,12238,36.207100591716
"9106",Wenamulla,"3136060","3","31","3136",263,12963,49.2889733840304
"9107",Weragoda,"3136110","3","31","3136",609,7009,11.5090311986864
"9109",Wewala,"3136245","3","31","3136",261,17161,65.7509578544061
"9110",Ampavila,"3151160","3","31","3151",650,5850,9
"9111",Andugoda,"3151195","3","31","3151",1311,5911,4.50877192982456
"13792",Walagedara North,"1330210","1","13","1330",1767,3667,2.0752688172043
"9112",Angulugaha,"3151075","3","31","3151",971,6471,6.66426364572606
"9115",Danduwana,"3151020","3","31","3151",511,11111,21.7436399217221
"9116",Deegoda,"3151140","3","31","3151",614,1414,2.3029315960912
"9113",Atanikitha,"3151210","3","31","3151",1888,5188,2.7478813559322
"9114",Bedipita,"3151030","3","31","3151",2337,16137,6.90500641848524
"9117",Deegoda Athireka 1,"3151125","3","31","3151",801,13301,16.605493133583
"9124",Hawpe North,"3151065","3","31","3151",651,16151,24.8095238095238
"9136",Kodagoda East,"3151180","3","31","3151",1316,16316,12.3981762917933
"9118",Dikkumbura,"3151170","3","31","3151",692,12492,18.0520231213873
"9119",Dorape,"3151085","3","31","3151",525,8925,17
"9120",Ellalagoda,"3151190","3","31","3151",570,570,1
"9121",Godaudamandiya,"3151115","3","31","3151",703,1103,1.56899004267425
"9123",Hawpe,"3151070","3","31","3151",1100,13600,12.3636363636364
"9125",Hettigoda,"3151135","3","31","3151",975,9575,9.82051282051282
"9127",Ihala Kombala,"3151040","3","31","3151",2229,2229,1
"9254",Embalegedara South,"3121055","3","31","3121",1736,1736,1
"9128",Ihala Mawella,"3151150","3","31","3151",726,2126,2.92837465564738
"9129",Imaduwa,"3151130","3","31","3151",733,13733,18.7353342428377
"9130",Imaduwa Athireka,"3151050","3","31","3151",462,1562,3.38095238095238
"9265",Madugeta,"3121085","3","31","3121",751,1251,1.66577896138482
"9131",Indurannavila,"3151205","3","31","3151",1137,5437,4.78188214599824
"9132",Kabaragala,"3151015","3","31","3151",903,8703,9.63787375415282
"9266",Mavita East,"3121040","3","31","3121",2078,5778,2.78055822906641
"9133",Kahanda,"3151105","3","31","3151",1402,4502,3.2111269614836
"9134",Kahanda Athireka 1,"3151110","3","31","3151",981,3381,3.44648318042813
"9137",Kodagoda South,"3151175","3","31","3151",688,2088,3.03488372093023
"9138",Kombala,"3151045","3","31","3151",1931,2431,1.25893319523563
"9139",Malalgodapitiya,"3151165","3","31","3151",419,3019,7.20525059665871
"9140",Mawella,"3151120","3","31","3151",393,1393,3.54452926208651
"9144",Pelawatta,"3151095","3","31","3151",963,7263,7.54205607476636
"9145",Pituwalahena,"3151005","3","31","3151",1468,1468,1
"9142",Panugalgoda,"3151200","3","31","3151",651,4951,7.60522273425499
"9143",Paragoda,"3151055","3","31","3151",1030,6530,6.33980582524272
"9150",Thittagalla West,"3151215","3","31","3151",681,2181,3.20264317180617
"9146",Polhena,"3151100","3","31","3151",1343,7843,5.83991064780342
"9270",Millawa West,"3121160","3","31","3121",1810,1810,1
"9147",Puswelkada,"3151035","3","31","3151",2286,2286,1
"9148",Rangoda,"3151080","3","31","3151",408,1808,4.43137254901961
"9149",Thittagalla East,"3151155","3","31","3151",853,3453,4.04806565064478
"9163",Halgahawella,"3109065","3","31","3109",1116,5016,4.49462365591398
"9151",Wathawana,"3151060","3","31","3151",972,18272,18.798353909465
"9152",Welikonda,"3151090","3","31","3151",761,4361,5.73061760840999
"9153",Anganaketiya,"3109125","3","31","3109",2716,26616,9.79970544918999
"9154",Angulugalla,"3109090","3","31","3109",2791,10891,3.90218559656037
"9155",Beligaswella,"3109060","3","31","3109",969,1469,1.51599587203302
"9159",Diyapitagallana,"3109085","3","31","3109",1404,3904,2.78062678062678
"9156",Borakanda,"3109130","3","31","3109",2356,19756,8.38539898132428
"9158",Diviyagahawela,"3109170","3","31","3109",1424,6924,4.8623595505618
"9160",Egodawela,"3109165","3","31","3109",3069,3769,1.22808732486152
"9161",Galagoda Atta,"3109185","3","31","3109",1330,1630,1.22556390977444
"9166",Jayabima,"3109200","3","31","3109",764,6364,8.32984293193717
"9164",Hipankanda,"3109050","3","31","3109",1830,9730,5.31693989071038
"9165",Ihala Kiripedda,"3109190","3","31","3109",709,2709,3.82087447108604
"8840",Delpona,"3112040","3","31","3112",1039,1039,1
"13793",Walagedara South,"1330265","1","13","1330",2178,9078,4.16804407713499
"9167",Kaluwalagoda,"3109080","3","31","3109",1356,3056,2.25368731563422
"9168",Karandeniya North,"3109140","3","31","3109",1100,11900,10.8181818181818
"9170",Kirinuge,"3109175","3","31","3109",1404,4004,2.85185185185185
"9172",Kurundugaha Hethekma,"3109195","3","31","3109",2064,40264,19.5077519379845
"9173",Lenagal Palatha,"3109070","3","31","3109",1437,11637,8.09812108559499
"9278",Thambalagama,"3121025","3","31","3121",2716,2716,1
"9174",Mabingoda,"3109045","3","31","3109",1136,2036,1.79225352112676
"9175",Madakumbura,"3109110","3","31","3109",1277,8177,6.40328895849648
"9190",Uragasmanhandiya South,"3109030","3","31","3109",787,24487,31.1143583227446
"13788",Pussalamulla,"1330115","1","13","1330",1736,2336,1.34562211981567
"9176",Magala North,"3109075","3","31","3109",1186,6886,5.80607082630691
"13790",Thalgasgoda,"1330240","1","13","1330",1656,29256,17.6666666666667
"9177",Magala South,"3109095","3","31","3109",4408,24008,5.4464609800363
"8639",Halpathota,"3127015","3","31","3127",791,11191,14.1479140328698
"9180",Mandakanda,"3109120","3","31","3109",1628,6028,3.7027027027027
"9178",Mahaedanda,"3109135","3","31","3109",777,12477,16.0579150579151
"13789",Sandasirigama,"1330145","1","13","1330",1607,1607,1
"9179",Mahagoda,"3109150","3","31","3109",809,15509,19.1705809641533
"9181",Meegaspitiya,"3109020","3","31","3109",1662,3262,1.96269554753309
"9182",Mendorawala,"3109025","3","31","3109",615,1015,1.65040650406504
"9183",Pehembiyakanda,"3109100","3","31","3109",1496,6096,4.07486631016043
"9288",Horangalla Thalawa,"3115160","3","31","3115",2661,5861,2.20255543028936
"9184",Randenigama,"3109145","3","31","3109",2125,21825,10.2705882352941
"8859",Indipalegoda,"3112030","3","31","3112",1953,11953,6.12032770097286
"9185",Siripura,"3109055","3","31","3109",1313,11513,8.76846915460777
"9196",Aluth Thanayamgoda Pahala West,"3124020","3","31","3124",1007,1107,1.09930486593843
"9186",Thalgahawatta,"3109115","3","31","3109",2201,7901,3.58973194002726
"8871",Pelendagoda,"3112160","3","31","3112",742,11642,15.6900269541779
"9187",Unagaswela,"3109105","3","31","3109",3641,10341,2.84015380390003
"9290",Horangalla(Akulavila),"3115165","3","31","3115",966,1966,2.0351966873706
"9291",Kaluarachchigoda,"3115020","3","31","3115",1378,14078,10.2162554426705
"13811",Delkada,"1318060","1","13","1318",839,2839,3.38379022646007
"9191",Walinguruketiya,"3109005","3","31","3109",2171,8271,3.80976508521419
"9192",Yatagala,"3109035","3","31","3109",1223,13423,10.9754701553557
"9226",Udawelivitiya,"3124165","3","31","3124",992,1192,1.20161290322581
"9193",Aluth Thanayamgoda Ihala,"3124040","3","31","3124",1202,2902,2.41430948419301
"9194",Aluth Thanayamgoda Ihala South,"3124035","3","31","3124",603,603,1
"9195",Aluth Thanayamgoda Pahala,"3124030","3","31","3124",1201,1801,1.49958368026645
"9197",Aluthwatta,"3124240","3","31","3124",5512,8812,1.59869375907112
"9198",Budapanagama,"3124190","3","31","3124",1162,1262,1.08605851979346
"9267",Mavita West,"3121010","3","31","3121",3321,4021,1.21077988557663
"9199",Gammeddegoda,"3124080","3","31","3124",1866,2266,1.21436227224009
"9200",Gammeddegoda South,"3124085","3","31","3124",1775,1975,1.11267605633803
"9204",Gonalagoda East,"3124070","3","31","3124",843,1043,1.23724792408066
"9410",Welendawa,"3148210","3","31","3148",2687,2787,1.03721622627466
"9201",Gonadeniya,"3124105","3","31","3124",1887,3387,1.79491255961844
"12313",Doonagaha,"1209360","1","12","1209",622,12122,19.4887459807074
"9205",Hangaranwala,"3124245","3","31","3124",9171,11271,1.22898266274125
"9210",Ketagoda South,"3124045","3","31","3124",1242,1242,1
"8695",Brahmanawatta North,"3106135","3","31","3106",511,37511,73.4070450097847
"13794",Warakatholla,"1330215","1","13","1330",2693,18693,6.94132937244709
"8904",Kandewatta,"3139160","3","31","3139",249,24249,97.3855421686747
"13797",Welipenna East South,"1330175","1","13","1330",75,75,1
"9206",Homadola,"3124125","3","31","3124",17957,21957,1.22275435763212
"8706",Kandegoda,"3106245","3","31","3106",313,14613,46.6869009584665
"8708",Kosgoda,"3106070","3","31","3106",833,38833,46.6182472989196
"9423",Ekkassa,"3315240","3","33","3315",1532,6032,3.93733681462141
"9268",Mawanana,"3121060","3","31","3121",2062,3662,1.77594568380213
"10222",Ullala Masmulla,"3227105","3","32","3227",1229,1529,1.24410089503662
"9207",Keppitiyagoda,"3124160","3","31","3124",2299,3699,1.60896041757286
"9208",Keppitiyagoda North,"3124185","3","31","3124",1641,1641,1
"9225",Udawelivitithalawa East,"3124170","3","31","3124",843,1243,1.47449584816133
"9211",Kurupanawa,"3124100","3","31","3124",1621,1721,1.0616903146206
"13795",Welimanana,"1330025","1","13","1330",1939,4739,2.44404332129964
"9215",Nagoda,"3124095","3","31","3124",1084,3984,3.67527675276753
"9212",Malamura,"3124015","3","31","3124",3361,3561,1.05950609937519
"9213",Mapalagama,"3124025","3","31","3124",1703,5103,2.99647680563711
"9214",Marakanda,"3124010","3","31","3124",5619,5819,1.035593521979
"13796",Welipenna East-North,"1330185","1","13","1330",366,666,1.81967213114754
"8725",Polathu Palatha,"3106035","3","31","3106",1691,5891,3.48373743347132
"9218",Parana Thanayamgoda Central,"3124060","3","31","3124",2184,3184,1.45787545787546
"9219",Parana Thanayamgoda Pahala,"3124065","3","31","3124",1937,4137,2.13577697470315
"9441",Lunama South,"3315230","3","33","3315",3353,21553,6.42797494780793
"9220",Thalgaswala,"3124005","3","31","3124",4295,11695,2.72293364377183
"9454",Poliyarwatta,"3315065","3","33","3315",1058,3358,3.17391304347826
"9222",Udalamatta North,"3124155","3","31","3124",1297,2197,1.69390902081727
"9223",Udalamatta South,"3124225","3","31","3124",1133,1733,1.52956751985878
"9224",Udawelivitithalawa,"3124175","3","31","3124",1616,2016,1.24752475247525
"9228",Udugama,"3124135","3","31","3124",2161,9061,4.1929662193429
"9229",Udugama Central,"3124235","3","31","3124",3316,4316,1.30156815440289
"9230",Udugama East,"3124130","3","31","3124",7117,7117,1
"9231",Udugama North,"3124120","3","31","3124",1524,1724,1.13123359580053
"9248",Danawala,"3121005","3","31","3121",2771,3471,1.2526163839769
"8945",Henagoda,"3134050","3","31","3134",978,4078,4.16973415132924
"9233",Udugama West,"3124115","3","31","3124",1558,1958,1.25673940949936
"8759",Ihala Malawala,"3103230","3","31","3103",1987,2887,1.45294413688978
"9234",Ukovita,"3124140","3","31","3124",1670,2470,1.47904191616766
"9252",Ebalagedara North,"3121050","3","31","3121",2185,4085,1.8695652173913
"9236",Unanvitiya,"3124195","3","31","3124",1163,1263,1.0859845227859
"9235",Ukovita North,"3124110","3","31","3124",2904,5504,1.89531680440771
"8953",Woodland Watta,"3134060","3","31","3134",705,4405,6.24822695035461
"8780",Sinharoopagama,"3103010","3","31","3103",394,11494,29.1725888324873
"9237",Unanvitiya East,"3124200","3","31","3124",1154,1654,1.43327556325823
"9238",Urala Central,"3124255","3","31","3124",1037,7137,6.88235294117647
"9239",Urala East,"3124265","3","31","3124",1122,1122,1
"9240",Urala North,"3124205","3","31","3124",1147,2047,1.7846556233653
"9241",Urala Pahala,"3124210","3","31","3124",1074,1274,1.18621973929237
"9255",Happitiya,"3121080","3","31","3121",3976,5076,1.27665995975855
"9243",Yatalamatta,"3124215","3","31","3124",2691,5291,1.96618357487923
"9244",Yatalamatta East,"3124220","3","31","3124",2524,4324,1.71315372424723
"9781",Kudawella Central,"3333335","3","33","3333",197,5797,29.4263959390863
"9245",Yatalamatta West,"3124250","3","31","3124",2810,4210,1.49822064056939
"9246",Batuwangala,"3121035","3","31","3121",1356,2156,1.58997050147493
"9247",Batuwangala West,"3121015","3","31","3121",2407,3207,1.33236393851267
"9249",Dellawa,"3121100","3","31","3121",8491,8491,1
"9250",Dewalegama East,"3121155","3","31","3121",2423,3523,1.45398266611639
"8783",Thunduwa East,"3103095","3","31","3103",99,1099,11.1010101010101
"9782",Kudawella East,"3333340","3","33","3333",346,2146,6.20231213872832
"9256",Ihala Gigummaduwa,"3121130","3","31","3121",3882,4282,1.10303967027305
"9269",Medagama,"3121120","3","31","3121",1644,6844,4.16301703163017
"9456",Punchihenayagama,"3315060","3","33","3315",1893,4593,2.42630744849445
"9489",Hakuruwela,"3318245","3","33","3318",912,3612,3.96052631578947
"13798",Welipenna West,"1330180","1","13","1330",2482,2782,1.12087026591459
"9259",Ihala Millawa,"3121165","3","31","3121",5951,6051,1.01680389850445
"9260",Kosmulla,"3121020","3","31","3121",10080,10180,1.00992063492064
"8983",Kathaluwa Central,"3154190","3","31","3154",727,3027,4.1636863823934
"9282",Bangamukanda,"3115040","3","31","3115",2305,2905,1.26030368763558
"9262",Lankagama,"3121095","3","31","3121",12166,12166,1
"9263",Lelwala,"3121135","3","31","3121",1378,2378,1.72568940493469
"9264",Maddegama East,"3121075","3","31","3121",1473,2073,1.40733197556008
"9271",Miyanawathura,"3121105","3","31","3121",2440,2440,1
"9272",Neluwa,"3121065","3","31","3121",1280,11480,8.96875
"9273",Pahala Gigummaduwa,"3121125","3","31","3121",1874,3974,2.12059765208111
"9292",Karawwa,"3115030","3","31","3115",1077,3277,3.04271123491179
"9275",Pahala Millawa,"3121170","3","31","3121",4042,4242,1.04948045522019
"9276",Panagoda,"3121145","3","31","3121",3226,3226,1
"9277",Pannimulla,"3121110","3","31","3121",3952,4652,1.17712550607287
"9280",Amaragama,"3115085","3","31","3115",2657,4057,1.52691004892736
"713",Uduwela Pallegama East,"2145115","2","21","2145",205,405,1.97560975609756
"9281",Bambarawana,"3115070","3","31","3115",2512,2912,1.15923566878981
"9283",Boraluwahena,"3115035","3","31","3115",3906,6706,1.7168458781362
"9284",Duwegoda,"3115120","3","31","3115",2680,3580,1.33582089552239
"9286",Godamuna South,"3115055","3","31","3115",2212,2312,1.04520795660036
"9287",Hattaka,"3115015","3","31","3115",2202,5802,2.63487738419619
"9296",Maraggoda,"3115115","3","31","3115",1566,2366,1.51085568326948
"9293",Kimbulawala,"3115100","3","31","3115",1592,1792,1.12562814070352
"9294",Liyanagamakanda,"3115060","3","31","3115",6803,7303,1.07349698662355
"9295",Manampita,"3115135","3","31","3115",1291,3791,2.93648334624322
"9297",Marthupitiya,"3115050","3","31","3115",1770,3570,2.01694915254237
"13799",Wettewa,"1330055","1","13","1330",1894,2294,1.21119324181626
"9298",Mattaka,"3115075","3","31","3115",1526,1826,1.19659239842726
"9299",Naranovita,"3115090","3","31","3115",1982,5682,2.86680121089808
"9011",Wellethota,"3154050","3","31","3154",485,4085,8.42268041237113
"9300",Niyagama,"3115140","3","31","3115",1639,10639,6.49115314215985
"12241",Delgoda,"1239040","1","12","1239",849,18849,22.2014134275618
"9301",Niyagama South,"3115170","3","31","3115",471,1371,2.91082802547771
"546",Udawela,"2121070","2","21","2121",1533,2333,1.5218525766471
"9303",Pitigala,"3115025","3","31","3115",1066,11066,10.3808630393996
"13804",Arakagoda,"1318075","1","13","1318",934,8434,9.02997858672377
"565",Pitawala,"2115065","2","21","2115",1238,1238,1
"9304",Pitigala North,"3115005","3","31","3115",3813,5713,1.4982953055337
"9310",Uhanovita,"3115010","3","31","3115",1503,10603,7.05455755156354
"540",Rathnella,"2121155","2","21","2121",2253,2253,1
"543",Udagaladebokka,"2121050","2","21","2121",5082,5082,1
"9305",Poddiwala East,"3115110","3","31","3115",2384,3184,1.33557046979866
"9306",Poddiwala West,"3115105","3","31","3115",1738,7638,4.39470655926352
"9333",Opatha East,"3118160","3","31","3118",1365,3165,2.31868131868132
"9308",Porawagama,"3115095","3","31","3115",2417,3717,1.5378568473314
"9311",Usbim Colony,"3115065","3","31","3115",4384,5584,1.27372262773723
"9334",Opatha North,"3118130","3","31","3118",1536,2736,1.78125
"9312",Wattehena,"3115130","3","31","3115",1585,5085,3.20820189274448
"9313",Weihena,"3115080","3","31","3115",2349,4449,1.89399744572158
"9314",Batahena,"3118035","3","31","3118",1422,1922,1.35161744022503
"9315",Dammala,"3118125","3","31","3118",1265,1265,1
"9317",Ela Ihala,"3118005","3","31","3118",7262,10562,1.4544202698981
"9318",Ela Ihala North,"3118010","3","31","3118",2005,2205,1.0997506234414
"9319",Eppala,"3118145","3","31","3118",2348,2448,1.04258943781942
"9320",Gallandala,"3118150","3","31","3118",9790,9990,1.02042900919305
"9321",Habarakada East,"3118020","3","31","3118",2072,4272,2.06177606177606
"9360",Miriswatta,"3130025","3","31","3130",587,1287,2.19250425894378
"9322",Habarakada West,"3118025","3","31","3118",1954,7254,3.71238485158649
"9323",Halvitigala Colony Step 1,"3118075","3","31","3118",1135,1135,1
"9324",Halvitigala Step 2,"3118080","3","31","3118",1666,1666,1
"9335",Opatha South,"3118155","3","31","3118",7330,8230,1.12278308321965
"9325",Hiniduma North,"3118055","3","31","3118",6420,8720,1.3582554517134
"9326",Hiniduma South,"3118065","3","31","3118",2591,3991,1.54033191817831
"9327",Hiniduma West,"3118060","3","31","3118",3098,3098,1
"9562",Mihindupura,"3330300","3","33","3330",211,2111,10.0047393364929
"9330",Kumburegoda,"3118015","3","31","3118",3423,4523,1.32135553607946
"9328",Koralegama,"3118140","3","31","3118",3438,4438,1.29086678301338
"9329",Kudugalpala,"3118030","3","31","3118",6583,7983,1.21266899589853
"12320",Haloluwa,"1209260","1","12","1209",850,3250,3.82352941176471
"9331",Malgalla,"3118070","3","31","3118",5252,5852,1.11424219345011
"9083",Pitiwella South,"3136475","3","31","3136",69,3369,48.8260869565217
"9332",Malhathawa,"3118100","3","31","3118",5032,6532,1.29809220985692
"9336",Opatha West,"3118135","3","31","3118",3235,3535,1.09273570324575
"9085",Rathgama Hegoda,"3136420","3","31","3136",174,2874,16.5172413793103
"9337",Panangala  North,"3118110","3","31","3118",1834,1834,1
"9338",Panangala East,"3118115","3","31","3118",6140,7440,1.21172638436482
"9339",Panangala West,"3118105","3","31","3118",2651,2651,1
