gid,gnd_n,gnd_c,prov_c,dis_c,dsd_c,ghs_count,ghs_sum,ghs_mean
"2537",Hagamwela,"5206030","5","52","5206",19557,88057,4.50258219563328
"2543",Marangala,"5206095","5","52","5206",7938,9738,1.22675736961451
"2538",Holike,"5206070","5","52","5206",10894,11894,1.09179364787957
"12674",Narangodapaluwa West,"1221255","1","12","1221",707,37507,53.0509193776521
"77",Lagumdeniya,"2142060","2","21","2142",1847,3847,2.08283703302653
"2541",Kolamanthalawa,"5206085","5","52","5206",16884,64984,3.84885098317934
"2613",Malayadikiramam 02,"5218225","5","52","5218",144,14044,97.5277777777778
"2544",Miriswatta,"5206080","5","52","5206",12722,26122,2.05329350731017
"2545",Moradeniya,"5206060","5","52","5206",10588,12988,1.22667170381564
"2546",Padiyathalawa,"5206040","5","52","5206",2107,6007,2.85097294731846
"2606",Kallarichchel 03,"5218155","5","52","5218",301,2501,8.30897009966777
"2547",Palathuruwella,"5206010","5","52","5206",4240,4240,1
"2549",Pulungasmulla,"5206015","5","52","5206",7660,7660,1
"2604",Kallarichchel 01,"5218240","5","52","5218",102,5302,51.9803921568627
"79",Megoda Kalugamuwa,"2142020","2","21","2142",702,6702,9.54700854700855
"2551",Serankada,"5206020","5","52","5206",8357,9557,1.14359219815723
"2552",Thalapitaoya Left,"5206045","5","52","5206",3801,4001,1.05261773217574
"2834",Kattankudy Division 5 South,"5124090","5","51","5124",71,6371,89.7323943661972
"2553",Thalapitaoya South,"5206065","5","52","5206",5128,5128,1
"2554",Unapana,"5206025","5","52","5206",16344,23344,1.4282917278512
"2561",Kanagarkiramam,"5248110","5","52","5248",2068,10068,4.86847195357834
"2835",Kattankudy Division 6,"5124060","5","51","5124",167,16367,98.0059880239521
"2555",Hidayapuram 1,"5248105","5","52","5248",5134,15434,3.00623295675886
"2556",Hidayapuram 2,"5248100","5","52","5248",106,6006,56.6603773584906
"2349",Madawalalanda,"5242090","5","52","5242",7605,12705,1.67061143984221
"2609",Karuwaddukal 03,"5218055","5","52","5218",87,8787,101
"2558",Inspector Etham,"5248130","5","52","5248",3705,5705,1.53981106612686
"12676",Nivandama North,"1221090","1","12","1221",1915,21815,11.3916449086162
"2567",Pasarichchenai,"5248065","5","52","5248",1967,13567,6.89730554143365
"2610",Maddakalaputharavai 01,"5218100","5","52","5218",67,6467,96.5223880597015
"12681",Ragama,"1221270","1","12","1221",872,56472,64.7614678899083
"2570",pothuvil 01/ Unit 3,"5248125","5","52","5248",208,9508,45.7115384615385
"2572",Pothuvil 08 / Unit 2,"5248045","5","52","5248",64,5664,88.5
"2836",Kattankudy Division 6 South,"5124075","5","51","5124",214,18514,86.5140186915888
"2557",Hijra Nagar,"5248115","5","52","5248",25648,26048,1.01559575795384
"2813",Eravur 02,"5115025","5","51","5115",84,7784,92.6666666666667
"2562",Komarie 01,"5248085","5","52","5248",45736,56336,1.23176491166696
"2564",Kundumadu,"5248050","5","52","5248",372,5272,14.1720430107527
"2815",Eravur 02B,"5115030","5","51","5115",53,4853,91.5660377358491
"2563",Komarie 02,"5248080","5","52","5248",36845,64445,1.74908400054281
"2566",Pakkiyawatta 2,"5248060","5","52","5248",178,14278,80.2134831460674
"2574",Rasak Moulana Nagar,"5248035","5","52","5248",2042,42742,20.9314397649363
"2359",Veheragala,"5242135","5","52","5242",5192,5292,1.01926040061633
"2360",Wadinagala,"5242155","5","52","5242",51018,51818,1.01568074013093
"2575",Sangaman Kandy,"5248005","5","52","5248",11759,14959,1.27213198401225
"2362",Dehiattakandiya,"5203015","5","52","5203",13983,23783,1.7008510333977
"2576",Sarvodayapuram,"5248040","5","52","5248",19950,46450,2.32832080200501
"2577",Sinna Puthukkudiyiruppu,"5248015","5","52","5248",358,16158,45.1340782122905
"2578",Sinna Ullai,"5248010","5","52","5248",776,22676,29.2216494845361
"2579",Vaddively,"5248025","5","52","5248",173,7473,43.1965317919075
"2364",Kadirapura,"5203020","5","52","5203",100221,128121,1.27838476965905
"2581",Victor Estate 2,"5248020","5","52","5248",33096,42896,1.29610829103215
"2582",Sainthamaruthu 01,"5225005","5","52","5225",73,7373,101
"2366",Mawanagama,"5203025","5","52","5203",12892,14092,1.09308098045299
"2590",Sainthamaruthu 09,"5225045","5","52","5225",1481,9981,6.73936529372046
"2591",Sainthamaruthu 10,"5225050","5","52","5225",69,6369,92.304347826087
"2592",Sainthamaruthu 11,"5225055","5","52","5225",82,8282,101
"2593",Sainthamaruthu 12,"5225065","5","52","5225",47,4347,92.4893617021277
"2594",Sainthamaruthu 13,"5225060","5","52","5225",39,3539,90.7435897435897
"2595",Sainthamaruthu 14,"5225075","5","52","5225",66,6266,94.9393939393939
"2368",Paranagama,"5203050","5","52","5203",31963,38963,1.21900322247599
"2369",Rideela,"5203005","5","52","5203",15061,20861,1.38510059093022
"2596",Sainthamaruthu 15,"5225080","5","52","5225",1149,15349,13.3585726718886
"2598",Sainthamaruthu 17,"5225070","5","52","5225",46,4446,96.6521739130435
"2599",Block 'J' East 01,"5218135","5","52","5218",127,11427,89.9763779527559
"2600",Block 'J' East 02,"5218190","5","52","5218",100,7300,73
"2601",Block 'J' East 03,"5218185","5","52","5218",401,9601,23.9426433915212
"2371",Sandunpura,"5203045","5","52","5203",42200,47400,1.12322274881517
"2837",Kattankudy division 6 West,"5124080","5","51","5124",92,9092,98.8260869565217
"2611",Maddakalaputharavai 02,"5218095","5","52","5218",265,6165,23.2641509433962
"2612",Malayadikiramam 01,"5218195","5","52","5218",156,12256,78.5641025641026
"2615",Malayadikiramam 04,"5218220","5","52","5218",308,5908,19.1818181818182
"2373",Wewmedagama,"5203065","5","52","5203",16263,17263,1.06148927012236
"2623",Sammanthurai 03,"5218105","5","52","5218",72,7272,101
"2620",Malwatte 04,"5218255","5","52","5218",2476,2676,1.08077544426494
"2617",Malwatte 01,"5218210","5","52","5218",3064,5264,1.71801566579635
"13695",Pulartan,"1321375","1","13","1321",1966,22866,11.6307222787386
"2621",Sammanthurai 01,"5218035","5","52","5218",46,4546,98.8260869565217
"2618",Malwatte 02,"5218130","5","52","5218",2510,6710,2.67330677290837
"2619",Malwatte 03,"5218205","5","52","5218",5358,8058,1.50391937290034
"12685",Thudella North,"1221055","1","12","1221",712,50512,70.9438202247191
"2633",Sammanthurai Tamil Division 01,"5218020","5","52","5218",432,4632,10.7222222222222
"2634",Sammanthurai Tamil Division 02,"5218030","5","52","5218",92,5092,55.3478260869565
"2635",Sammanthurai Tamil Division 03,"5218090","5","52","5218",86,7886,91.6976744186046
"2636",Sammanthurai Tamil Division 04,"5218025","5","52","5218",1149,3349,2.91470844212359
"2637",Sennelgramam 01,"5218175","5","52","5218",752,7852,10.4414893617021
"2638",Sennelgramam 02,"5218180","5","52","5218",2029,5229,2.5771315919172
"13696",Rajawatta Aluth Kotasa,"1321365","1","13","1321",88,3688,41.9090909090909
"2380",Irakkamam 07,"5234005","5","52","5234",17028,19928,1.17030772844726
"2381",Irakkamam 08,"5234020","5","52","5234",500,7700,15.4
"2640",Udanga02,"5218165","5","52","5218",504,11604,23.0238095238095
"2983",Arasaditivu,"5130075","5","51","5130",3619,14719,4.06714562033711
"2655",Thambiluvil 1 East,"5245020","5","52","5245",672,28372,42.2202380952381
"2409",Natpiddimunai (M.P ) 02,"5224050","5","52","5224",83,4583,55.2168674698795
"2642",Valathapitty 02,"5218245","5","52","5218",7995,7995,1
"2644",Veeramunai 02,"5218115","5","52","5218",58,4558,78.5862068965517
"13257",Wattala,"1218180","1","12","1218",542,48542,89.5608856088561
"2645",Veeramunai 03,"5218110","5","52","5218",73,4573,62.6438356164384
"12695",Wewala,"1221125","1","12","1221",817,47417,58.0379436964504
"2641",Valathapitty 01,"5218250","5","52","5218",19228,28528,1.48366964842937
"2657",Thambiluvil 1 West,"5245015","5","52","5245",3795,13795,3.63504611330698
"2984",Arasaditivu North,"5130060","5","51","5130",126,8026,63.6984126984127
"2646",Veeramunai 04,"5218005","5","52","5218",4531,11931,2.63319355550651
"2650",Kanchikudicharu,"5245090","5","52","5245",57768,57868,1.00173106217975
"2449",Karaitheevu 06,"5227045","5","52","5227",111,8211,73.972972972973
"2651",Kanchirankuda,"5245085","5","52","5245",6843,6943,1.01461347362268
"12688",Thumpeliya,"1221135","1","12","1221",540,34940,64.7037037037037
"12689",Uswatta,"1221185","1","12","1221",460,19260,41.8695652173913
"12690",Vishakawatta,"1221050","1","12","1221",1217,67817,55.7247329498767
"2721",Verenketagoda,"5212090","5","52","5212",5628,8028,1.42643923240938
"12691",Walpola East,"1221215","1","12","1221",567,40267,71.0176366843034
"12692",Walpola West,"1221250","1","12","1221",531,16031,30.1902071563089
"2723",Weeragoda North,"5212220","5","52","5212",1970,3370,1.71065989847716
"12693",Weligampitiya North,"1221115","1","12","1221",304,27904,91.7894736842105
"2652",Sangamam,"5245030","5","52","5245",43158,45158,1.04634135038695
"2653",Sangamangramam,"5245100","5","52","5245",4080,18480,4.52941176470588
"2658",Thambiluvil 2,"5245005","5","52","5245",1400,6300,4.5
"2660",Thambiluvil 2 North,"5245040","5","52","5245",208,20408,98.1153846153846
"2661",Thambiluvil 2 West,"5245035","5","52","5245",821,18421,22.4372716199756
"2662",Thandiyadi,"5245105","5","52","5245",11100,11600,1.04504504504505
"12697",Adikkandiya,"1206055","1","12","1206",485,6785,13.9896907216495
"2663",Thangavelayudapuram,"5245110","5","52","5245",34800,34800,1
"2664",Thirukkovil 1,"5245055","5","52","5245",766,41766,54.5248041775457
"2666",Thirukkovil 3,"5245050","5","52","5245",2137,20537,9.61020121665887
"2667",Thirukkovil 4,"5245080","5","52","5245",3371,14871,4.41145060812815
"2451",Karaitheevu 08,"5227060","5","52","5227",183,11383,62.2021857923497
"2735",Kovilporativu South,"5133135","5","51","5133",1215,5015,4.12757201646091
"12699",Akkara 50,"1206145","1","12","1206",1604,77704,48.4438902743142
"2670",Vinayagapuram 3,"5245095","5","52","5245",10780,55080,5.10946196660482
"2457",Maligaikadu East,"5227025","5","52","5227",40,2840,71
"2675",Bokkabedda,"5212075","5","52","5212",9334,9334,1
"2816",Eravur 02C,"5115035","5","51","5115",98,9698,98.9591836734694
"2672",Abhayapura,"5212275","5","52","5212",3429,4329,1.26246719160105
"2676",Buddhangala,"5212260","5","52","5212",11831,23631,1.99737976502409
"2742",Mandur Koddaimunai,"5133145","5","51","5133",431,7231,16.7772621809745
"2678",Dadayanthalawa West,"5212230","5","52","5212",4131,4131,1
"2777",Iyankerny Tamil,"5112050","5","51","5112",1438,49238,34.240611961057
"2674",Bandaradoowa,"5212065","5","52","5212",133590,167190,1.25151583202336
"2860",Sungankerny,"5109045","5","51","5109",1274,4474,3.51177394034537
"2679",Dematamalpelessa,"5212190","5","52","5212",6001,6401,1.0666555574071
"2689",Komariya,"5212155","5","52","5212",2153,2153,1
"2753",Punnakkulam,"5133105","5","51","5133",2036,2036,1
"12703",Andiambalama East,"1206185","1","12","1206",772,21572,27.9430051813472
"2680",Galahitiyagoda,"5212170","5","52","5212",6904,7004,1.01448435689455
"2683",Gemunupura,"5212120","5","52","5212",2054,3354,1.63291139240506
"2685",Gonagolla,"5212035","5","52","5212",3914,7114,1.81757792539601
"13268",Halovita,"1333035","1","13","1333",1558,1558,1
"2468",Panama South,"5251060","5","52","5251",393321,421421,1.0714429181254
"2686",Himidurawa,"5212270","5","52","5212",16368,16968,1.0366568914956
"12701",Amandoluwa,"1206265","1","12","1206",1032,64832,62.8217054263566
"2687",Kahatagasyaya,"5212180","5","52","5212",41757,46557,1.11495078669445
"2688",Kohombana,"5212080","5","52","5212",997,997,1
"2861",Valachchenai Tamil,"5109010","5","51","5109",610,25810,42.3114754098361
"2690",Kothmale,"5212050","5","52","5212",2482,2482,1
"2691",Kumarigama,"5212150","5","52","5212",2100,2200,1.04761904761905
"2692",Kumudugama,"5212250","5","52","5212",2678,2978,1.11202389843167
"2693",Lathugala,"5212070","5","52","5212",19452,19752,1.01542257865515
"2862",Brynthuraichenai North,"5104030","5","51","5104",156,15156,97.1538461538462
"2472",Shasthrawela,"5251045","5","52","5251",5116,12516,2.44644253322909
"2694",Mahakandiya,"5212175","5","52","5212",9094,9294,1.02199252254234
"2695",Mayadunna,"5212055","5","52","5212",4248,6548,1.54143126177025
"2696",Nawagiriyawa,"5212060","5","52","5212",7361,7861,1.06792555359326
"2711",Suhadagama South,"5212145","5","52","5212",1939,1939,1
"2474",Bedirekka,"5209020","5","52","5209",10842,11342,1.04611695259177
"2475",Bogamuyaya,"5209005","5","52","5209",184776,294076,1.59152703814348
"2476",Borapola,"5209050","5","52","5209",27766,33466,1.20528704170568
"2697",Nugelanda North,"5212010","5","52","5212",2093,2093,1
"2698",Nugelanda South,"5212015","5","52","5212",981,1581,1.61162079510703
"2699",Palam Kandavura,"5212265","5","52","5212",1121,4021,3.58697591436218
"2700",Piyangala,"5212005","5","52","5212",2309,2309,1
"2701",Rajagalathenna North,"5212030","5","52","5212",4804,6004,1.24979184013322
"2702",Rajagalathenna South,"5212025","5","52","5212",3663,4963,1.35490035490036
"2703",Rajagama North,"5212130","5","52","5212",1372,1672,1.21865889212828
"2480",Kelavinna,"5209055","5","52","5209",11836,14436,1.2196688070294
"2704",Rajagama South,"5212135","5","52","5212",1680,1880,1.11904761904762
"2705",Ruhunugama,"5212255","5","52","5212",3576,4276,1.19574944071588
"2706",Sandanadapura,"5212215","5","52","5212",2884,3984,1.38141470180305
"2707",Senagama North,"5212095","5","52","5212",2183,2483,1.13742556115438
"2708",Senagama South,"5212100","5","52","5212",3585,3585,1
"2710",Suhadagama North,"5212140","5","52","5212",894,894,1
"2778",Kaluvankerny 1,"5112035","5","51","5112",3577,72377,20.2339949678502
"12709",Dewamottawa,"1206190","1","12","1206",988,3888,3.93522267206478
"2780",Karadiyanaru,"5112165","5","51","5112",16517,16617,1.00605436822668
"2724",Weeragoda South,"5212225","5","52","5212",5061,8661,1.7113218731476
"2712",Udagirigama East,"5212165","5","52","5212",2726,3326,1.22010271460015
"2713",Udagirigama West,"5212160","5","52","5212",1122,1122,1
"80",Millagahamula,"2142115","2","21","2142",1100,2700,2.45454545454546
"2714",Udayapura,"5212210","5","52","5212",2959,3259,1.10138560324434
"2715",Uhana,"5212195","5","52","5212",1377,7977,5.79302832244009
"2717",Uhana Tissapura West,"5212200","5","52","5212",5439,8139,1.49641478212907
"2719",Veheragama West,"5212115","5","52","5212",1189,1689,1.42052144659378
"2930",Nochchimunai,"5118215","5","51","5118",1098,52698,47.9945355191257
"2487",Tempitiya,"5209010","5","52","5209",38812,39212,1.01030609089972
"2720",Velikahagolla,"5212185","5","52","5212",4780,9080,1.89958158995816
"13699",Thekkawatta,"1321225","1","13","1321",1788,12288,6.87248322147651
"75",Inguruwatta,"2142075","2","21","2142",1849,3949,2.13574905354246
"2722",Walagampura,"5212085","5","52","5212",6321,6721,1.06328112640405
"2863",Brynthuraichenai South,"5104035","5","51","5104",313,29213,93.332268370607
"2726",Wijayapura West,"5212245","5","52","5212",1584,1584,1
"2795",Palachcholai,"5112060","5","51","5112",1954,15254,7.80655066530194
"2727",Anaikaddiyaweli,"5133210","5","51","5133",2969,2969,1
"2943",Sinna Oorani,"5118045","5","51","5118",744,57744,77.6129032258064
"2728",Ganeshapuram,"5133170","5","51","5133",934,1034,1.10706638115632
"2729",Kaakkachchivaddai,"5133185","5","51","5133",2834,2834,1
"2944",Thamaraikerny,"5118075","5","51","5118",366,33866,92.5300546448087
"2731",Kannapuram,"5133080","5","51","5133",2516,2916,1.15898251192369
"2979",Vedarkudiyiruppu,"5127055","5","51","5127",1378,25178,18.2714078374456
"2732",Kannapuram East,"5133190","5","51","5133",3087,3087,1
"2964",Kirankulam Central,"5127020","5","51","5127",412,10512,25.5145631067961
"2805",Thannamunai,"5112130","5","51","5112",1670,31770,19.0239520958084
"13700",Thotupala,"1321260","1","13","1321",478,19178,40.1213389121339
"76",Kahawatta,"2142105","2","21","2142",790,990,1.25316455696202
"2733",Kanthipuram,"5133025","5","51","5133",4995,4995,1
"2734",Kovilporativu,"5133115","5","51","5133",318,10418,32.7610062893082
"2736",Kovilporativu West,"5133110","5","51","5133",748,10948,14.6363636363636
"3547",Mudaperumagama,"7154080","7","71","7154",1107,1207,1.0903342366757
"2743",Munaitivu,"5133120","5","51","5133",1275,15475,12.1372549019608
"2737",Maalaiyarkaddu,"5133205","5","51","5133",9174,9374,1.0218007412252
"2744",Navakirinagar,"5133075","5","51","5133",7034,7034,1
"2739",Mandur 1& 2 South,"5133140","5","51","5133",1869,6369,3.40770465489567
"13701",Uggalbada East,"1321220","1","13","1321",1330,9230,6.93984962406015
"2740",Mandur 1&2 North,"5133155","5","51","5133",3253,5353,1.64555794651091
"2741",Mandur 3,"5133150","5","51","5133",230,5930,25.7826086956522
"2745",Nellikkadu,"5133090","5","51","5133",2867,3067,1.06975933031043
"3843",Track 11,"7142030","7","71","7142",2057,2057,1
"2746",Paalaiyadivaddai,"5133085","5","51","5133",5767,5767,1
"2749",Palachcholai,"5133180","5","51","5133",2131,2631,1.2346316283435
"2751",Palugaamam II,"5133045","5","51","5133",315,5415,17.1904761904762
"2752",Periyaporativu,"5133130","5","51","5133",2066,10266,4.96902226524685
"2755",Sangarpuram,"5133175","5","51","5133",2392,2392,1
"83",Nawa Gurukele,"2142035","2","21","2142",1530,4330,2.83006535947712
"13757",Gurudola,"1330050","1","13","1330",915,915,1
"13703",Usgodella,"1321145","1","13","1321",507,7907,15.5956607495069
"2757",Selvapuram,"5133005","5","51","5133",4832,4832,1
"2754",Raanamadu,"5133215","5","51","5133",4454,4454,1
"2756",Saravanaiyadiyoottu,"5133065","5","51","5133",1272,1272,1
"2758",Sinnawattai,"5133200","5","51","5133",5532,5532,1
"2759",Thambalawatta,"5133165","5","51","5133",1554,2254,1.45045045045045
"2760",Thikkodai,"5133070","5","51","5133",4348,10548,2.42594296228151
"2764",Vanninagar,"5133050","5","51","5133",623,5723,9.18619582664527
"13704",Uswatta,"1321380","1","13","1321",316,20816,65.873417721519
"2765",Veeranchenai,"5133055","5","51","5133",2804,10204,3.63908701854494
"2761",Thumpankerni (Y.F.S),"5133015","5","51","5133",2626,4026,1.53313023610053
"2762",Thumpankerny,"5133060","5","51","5133",4192,5292,1.26240458015267
"2763",Vammiyadiyoottu,"5133010","5","51","5133",1604,1604,1
"2766",Vellaveli,"5133100","5","51","5133",6624,7424,1.1207729468599
"2769",Vivekanandapuram,"5133095","5","51","5133",2865,12965,4.52530541012216
"2527",Ninthavur 18,"5230065","5","52","5230",66,6566,99.4848484848485
"2528",Ninthavur 19,"5230080","5","52","5230",81,6881,84.9506172839506
"2529",Ninthavur 20,"5230090","5","52","5230",65,5365,82.5384615384615
"2767",Vilanthottam,"5133195","5","51","5133",2564,2664,1.0390015600624
"2770",Arumugathan Kudiyiruppu 1,"5112145","5","51","5112",300,18200,60.6666666666667
"2773",Chenkalady 2,"5112100","5","51","5112",583,20483,35.1337907375643
"2775",Gemunupura,"5112195","5","51","5112",11693,11793,1.00855212520311
"13705",Vidyasara,"1321255","1","13","1321",287,28087,97.8641114982578
"2779",Kaluvankerny 2,"5112040","5","51","5112",2557,51357,20.0848650762612
"2788",Mailavaddavan,"5112080","5","51","5112",3719,3719,1
"13258",Welikadamulla,"1218175","1","12","1218",590,47990,81.3389830508475
"78",Masgolla,"2142130","2","21","2142",3643,4143,1.13724951962668
"2781",Kithulwewa,"5112175","5","51","5112",44767,45467,1.01563651797083
"13259",Welisara,"1218065","1","12","1218",535,33035,61.7476635514019
"2542",Komana,"5206100","5","52","5206",30626,141226,4.61131065108078
"2786",Koppavely,"5112185","5","51","5112",34961,35061,1.00286033008209
"3548",Murungahitikanda,"7154225","7","71","7154",1831,1931,1.05461496450027
"2782",Koduwamadu,"5112085","5","51","5112",12298,12398,1.00813140348024
"2783",Kommathurai East,"5112095","5","51","5112",452,11852,26.2212389380531
"2891",Koraveli,"5110090","5","51","5110",14309,16409,1.14676077992872
"13706",Vilegoda North,"1321205","1","13","1321",408,22408,54.921568627451
"2787",Kumaraveliar Kiramam,"5112150","5","51","5112",769,13269,17.2548764629389
"3011",Kaluthawalai 3,"5136065","5","51","5136",503,11703,23.2664015904573
"2789",Marappalam,"5112170","5","51","5112",21955,24855,1.13208836255978
"2792",Meerakerny,"5112115","5","51","5112",1268,68668,54.1545741324921
"2793",Mich Nagar,"5112120","5","51","5112",744,42844,57.5860215053763
"2896",Palaiyadithona,"5110070","5","51","5110",5119,25719,5.02422348114866
"2794",Mylampavely,"5112135","5","51","5112",2243,22343,9.96121266161391
"2897",Perillaveli,"5110040","5","51","5110",38146,38146,1
"2798",Rugam,"5112180","5","51","5112",16615,18815,1.13241047246464
"2799",Savukkady,"5112125","5","51","5112",5858,60058,10.2523045407989
"2807",Vantharumoolai West,"5112070","5","51","5112",6480,44280,6.83333333333333
"2796",Pankudahvely,"5112155","5","51","5112",10334,11034,1.06773756531837
"2797",Periyapullumalai,"5112190","5","51","5112",19958,20358,1.02004208838561
"2802",Sittandy 3,"5112005","5","51","5112",16935,22635,1.33658104517272
"2803",Sittandy 4,"5112015","5","51","5112",1030,23330,22.6504854368932
"2804",Thalavai,"5112045","5","51","5112",6767,145567,21.5113048618295
"2565",Pakkiyawatta 1,"5248075","5","52","5248",120,10820,90.1666666666667
"2809",Ellainagar,"5115005","5","51","5115",241,7341,30.4605809128631
"2810",Eravur 01,"5115050","5","51","5115",105,8005,76.2380952380952
"2830",Kattankudy Division 3 West,"5124045","5","51","5124",155,12455,80.3548387096774
"2279",Town Division 01,"5236130","5","52","5236",99,9599,96.959595959596
"2521",Ninthavur 12,"5230015","5","52","5230",103,9703,94.2038834951456
"2817",Eravur 03,"5115015","5","51","5115",170,14270,83.9411764705882
"13278",Kuda Kalupahana,"1333120","1","13","1333",4851,4851,1
"13279",Kurupita,"1333140","1","13","1333",2627,2727,1.03806623524933
"2818",Eravur 03A,"5115020","5","51","5115",144,10744,74.6111111111111
"3036",Periyakallar 1 South,"5136185","5","51","5136",187,14887,79.6096256684492
"2808",Vepavedduwan,"5112160","5","51","5112",28541,29841,1.04554850916226
"2929",Navatkudah South,"5118230","5","51","5118",141,13341,94.6170212765958
"2819",Eravur 04,"5115010","5","51","5115",193,8593,44.5233160621762
"2569",Pothuvil 01/ Unit 2,"5248055","5","52","5248",140,13840,98.8571428571429
"2820",Eravur 05,"5115075","5","51","5115",412,15712,38.1359223300971
"2822",Eravur 06A,"5115060","5","51","5115",146,6346,43.4657534246575
"2823",Eravur 06D,"5115065","5","51","5115",88,4688,53.2727272727273
"2838",New Kattankudy Division East,"5124070","5","51","5124",600,44800,74.6666666666667
"2840",New Kattankudy Division South,"5124030","5","51","5124",295,27695,93.8813559322034
"2841",New Kattankudy Division West,"5124065","5","51","5124",83,7683,92.566265060241
"2842",Mancholai,"5106040","5","51","5106",155,4755,30.6774193548387
"2843",Meeravodai Muslim East,"5106035","5","51","5106",102,8102,79.4313725490196
"2844",Meeravodai Muslim West,"5106030","5","51","5106",201,13301,66.1741293532338
"2933",Periya Oorani,"5118110","5","51","5118",145,8945,61.6896551724138
"2845",Oddamavadi 01 North,"5106010","5","51","5106",348,22548,64.7931034482759
"2846",Oddamavadi 01 South,"5106015","5","51","5106",448,30548,68.1875
"2847",Oddamavadi 02,"5106020","5","51","5106",290,16290,56.1724137931034
"2853",Karuwakerni,"5109055","5","51","5109",1561,29661,19.0012812299808
"2580",Victor Estate 1,"5248030","5","52","5248",2255,10955,4.85809312638581
"2854",Kinnayadi,"5109050","5","51","5109",1837,25237,13.7381600435493
"13280",Mulatiyana,"1333100","1","13","1333",2022,2322,1.14836795252225
"2856",Meeravodai Tamil,"5109060","5","51","5109",1009,21509,21.3171456888008
"2857",Nasivanthivu,"5109005","5","51","5109",2060,34660,16.8252427184466
"2858",Peththalai,"5109020","5","51","5109",1557,52657,33.8195247270392
"2850",Kalkuda,"5109025","5","51","5109",5975,76275,12.765690376569
"2851",Kalmadu,"5109030","5","51","5109",1712,50012,29.2126168224299
"2855",Kumburumulai,"5109040","5","51","5109",4561,21061,4.61762771322079
"2864",Chemmann Odai,"5104045","5","51","5104",363,23763,65.4628099173554
"2866",Punanai East,"5104005","5","51","5104",8899,12199,1.3708281829419
"2867",Thiyavattavan,"5104010","5","51","5104",4352,25052,5.75643382352941
"2870",Valaichchenai 5 Muslim South,"5104025","5","51","5104",308,19808,64.3116883116883
"2871",Ammanthanaaveli,"5103010","5","51","5103",2223,2823,1.26990553306343
"2874",Kayankerny,"5103075","5","51","5103",4864,10664,2.19243421052632
"13347",Walgama North,"1306035","1","13","1306",735,7835,10.6598639455782
"13707",Vilegoda South,"1321295","1","13","1321",241,4841,20.0871369294606
"2602",Block 'J' West 01,"5218150","5","52","5218",175,7175,41
"12675",Nedurupitiya,"1221165","1","12","1221",435,29635,68.1264367816092
"13281",Omatta,"1333015","1","13","1333",1890,1890,1
"13767",Indigasthuduwa,"1330245","1","13","1330",985,4685,4.75634517766497
"2607",Karuwaddukai 02,"5218060","5","52","5218",85,8485,99.8235294117647
"2608",Karuwaddukal 01,"5218050","5","52","5218",62,6262,101
"13282",Omatta East,"1333020","1","13","1333",2309,2309,1
"3037",Periyakallar 2,"5136195","5","51","5136",408,20708,50.7549019607843
"13283",Pimbura,"1333010","1","13","1333",2013,3313,1.64580228514655
"13371",Ganegama,"1324395","1","13","1324",166,16566,99.7951807228916
"81",Mulgama,"2142140","2","21","2142",1231,2631,2.13728675873274
"2616",Malkampiddy,"5218215","5","52","5218",16834,21034,1.2494950695022
"13708",Wattamulla,"1321355","1","13","1321",1303,23803,18.2678434382195
"2873",Kathiraveli,"5103005","5","51","5103",32142,38642,1.20222761495862
"2875",Kirimichai,"5103060","5","51","5103",29810,33110,1.11070110701107
"2876",Mankerny Central,"5103065","5","51","5103",1598,1998,1.25031289111389
"2889",Kiran West,"5110055","5","51","5110",2211,9211,4.16598824061511
"4294",Alawwa South,"6184195","6","61","6184",1284,21184,16.4984423676012
"2882",Punanai East,"5103055","5","51","5103",79228,105928,1.33700206997526
"2931",Palameen Madu,"5118005","5","51","5118",1575,37175,23.6031746031746
"2883",Punichchankerni,"5103015","5","51","5103",15057,19857,1.31878860330743
"2885",Vakarai North,"5103025","5","51","5103",6005,7205,1.19983347210658
"2932",Panichalady,"5118035","5","51","5118",862,16962,19.677494199536
"13286",Polgampala East,"1333160","1","13","1333",1702,1702,1
"13287",Rathmale,"1333170","1","13","1333",1553,1553,1
"824",Kobbegala,"2103020","2","21","2103",453,453,1
"12502",Pingamuwa,"1230055","1","12","1230",2070,2370,1.14492753623188
"3042",Thethathivu South,"5136035","5","51","5136",474,6174,13.0253164556962
"13288",Rathmale East,"1333165","1","13","1333",2290,2290,1
"12503",Polhena,"1230305","1","12","1230",311,411,1.32154340836013
"13299",Atulugama West,"1306265","1","13","1306",284,9084,31.9859154929577
"13289",Ridirekhagama,"1333105","1","13","1333",1600,1700,1.0625
"3224",Dehiwatta,"5330020","5","53","5330",1321,1321,1
"13709",Welapura,"1321275","1","13","1321",286,19186,67.0839160839161
"84",Nawa Nillamba,"2142045","2","21","2142",2665,7465,2.80112570356473
"2890",Korakallimadu,"5110060","5","51","5110",2650,27450,10.3584905660377
"2886",Vattavan,"5103080","5","51","5103",7605,43305,5.69428007889546
"3000",Paddippalai,"5130065","5","51","5130",2339,12539,5.36083796494228
"2895",Ooththuchenai,"5110020","5","51","5110",13660,14360,1.05124450951684
"13290",Udawela,"1333040","1","13","1333",2403,2503,1.04161464835622
"2659",Thambiluvil 2 East,"5245045","5","52","5245",169,15869,93.8994082840237
"2892",Kudumpimalai,"5110035","5","51","5110",121949,125449,1.02870052234951
"2893",Murakkottanchenai,"5110080","5","51","5110",728,27528,37.8131868131868
