gid,gnd_n,gnd_c,prov_c,dis_c,dsd_c,guf_count,guf_sum,guf_mean,Shape_Area
"3727",Saliya Mawatha,"7115160","7","71","7115",13443.000000000000000,326145.000000000000000,24.261325596964962,2020982.40
"3728",Saliyapura,"7115080","7","71","7115",60226.000000000000000,5100.000000000000000,0.084681034769037,9053777.47
"3641",Wellaragama,"7130125","7","71","7130",76244.000000000000000,51255.000000000000000,0.672249619642201,11475404.41
"3730",Thannayamkulama,"7115155","7","71","7115",18010.000000000000000,41310.000000000000000,2.293725707940033,2709609.18
"3729",Shuddha Nagaraya,"7115165","7","71","7115",14180.000000000000000,312885.000000000000000,22.065232722143865,2133506.56
"3731",Theppankulama,"7115150","7","71","7115",39537.000000000000000,256020.000000000000000,6.475453372790045,5945757.86
"3732",Thisawewa,"7115170","7","71","7115",11304.000000000000000,168810.000000000000000,14.933651804670912,1699544.73
"3733",Ulukkulama,"7115200","7","71","7115",79645.000000000000000,106845.000000000000000,1.341515474919957,11982079.38
"3734",Vihara Kallanchiya,"7115115","7","71","7115",50384.000000000000000,14280.000000000000000,0.283423308986980,7577416.69
"3735",Vihara Palugama,"7115120","7","71","7115",77840.000000000000000,1020.000000000000000,0.013103802672148,11707299.14
"3775",Padaviya,"7103075","7","71","7103",102462.000000000000000,231285.000000000000000,2.257275868126720,15392406.34
"3643",Amane,"7136030","7","71","7136",22400.000000000000000,33660.000000000000000,1.502678571428572,3368372.78
"3736",Wessagiriya,"7115175","7","71","7115",18193.000000000000000,179010.000000000000000,9.839498708294398,2735501.39
"3737",Gnanikulama,"7133105","7","71","7133",14369.000000000000000,67065.000000000000000,4.667339411232515,2162274.14
"3785",Andiyagala,"7166130","7","71","7166",45863.000000000000000,56610.000000000000000,1.234328325665569,6905230.16
"3738",Kawarakkulama,"7133110","7","71","7133",69205.000000000000000,169065.000000000000000,2.442959323748284,10403796.06
"3742",MahaPaladikulama,"7133115","7","71","7133",24528.000000000000000,15045.000000000000000,0.613380626223092,3691490.89
"214",Alagalla Pahalagama,"2134230","2","21","2134",11968.000000000000000,0.000000000000000,0.000000000000000,1803563.52
"13914",Keselwatta,"1303050","1","13","1303",5060.000000000000000,1041675.000000000000000,205.864624505928845,762408.22
"215",Alakolamaditta,"2134020","2","21","2134",6340.000000000000000,0.000000000000000,0.000000000000000,955954.06
"3739",Keerikkulama,"7133035","7","71","7133",52686.000000000000000,58140.000000000000000,1.103518961393919,7923464.56
"3740",Kuda Nelumkulama,"7133030","7","71","7133",31552.000000000000000,290700.000000000000000,9.213362068965518,4745428.13
"3741",Mahakalattewa,"7133015","7","71","7133",53525.000000000000000,175185.000000000000000,3.272956562354040,8050947.35
"3743",Nelunkanniya,"7133025","7","71","7133",29731.000000000000000,122400.000000000000000,4.116915004540715,4470985.18
"3745",Pothanegama,"7133070","7","71","7133",15877.000000000000000,71145.000000000000000,4.481010266423127,2388810.26
"3746",Step 1 part 1,"7133010","7","71","7133",20019.000000000000000,801975.000000000000000,40.060692342274841,3012825.05
"3747",Step 1 part 2,"7133055","7","71","7133",28116.000000000000000,1377255.000000000000000,48.984741784037560,4229544.55
"5638",Kuruvikulama,"6118090","6","61","6118",22112.000000000000000,31620.000000000000000,1.429992764109985,3330415.06
"3753",Step 3 part 3,"7133075","7","71","7133",10854.000000000000000,1141125.000000000000000,105.134051962410169,1635431.67
"217",Aludeniya South,"2134015","2","21","2134",9272.000000000000000,0.000000000000000,0.000000000000000,1395758.11
"3776",Parakramapura,"7103025","7","71","7103",20495.000000000000000,0.000000000000000,0.000000000000000,3077878.14
"13915",Kiriberiya,"1303165","1","13","1303",10373.000000000000000,259080.000000000000000,24.976380989106335,1565538.47
"218",Aluthgama Ihala,"2134285","2","21","2134",5665.000000000000000,0.000000000000000,0.000000000000000,853935.92
"3755",Sucharithagama,"7133145","7","71","7133",61305.000000000000000,7140.000000000000000,0.116466846097382,9222595.22
"3756",Thammennakulama,"7133050","7","71","7133",26289.000000000000000,1045245.000000000000000,39.759785461599911,3953832.42
"4908",Budanapitiya,"6154075","6","61","6154",10573.000000000000000,22950.000000000000000,2.170623285727797,1592482.48
"3757",Thammennapura,"7133040","7","71","7133",11054.000000000000000,105570.000000000000000,9.550388999457210,1662005.51
"3766",Abhayapura,"7103015","7","71","7103",59650.000000000000000,59670.000000000000000,1.000335289186924,8959293.12
"3758",Thariyankulama,"7133020","7","71","7133",47547.000000000000000,141015.000000000000000,2.965802258817591,7149134.82
"3760",Wanniyankulama kotasa 1,"7133135","7","71","7133",9480.000000000000000,387090.000000000000000,40.832278481012658,1427299.49
"3763",Wanniyankulama kotasa 4,"7133090","7","71","7133",1513.000000000000000,187935.000000000000000,124.213483146067418,227347.12
"3764",Wanniyankulama kotasa 5,"7133095","7","71","7133",3407.000000000000000,353940.000000000000000,103.886116818315230,513453.53
"3765",Wanniyankulama kotasa 6,"7133100","7","71","7133",5790.000000000000000,465630.000000000000000,80.419689119170982,870132.05
"219",Aluthgama Pahala,"2134280","2","21","2134",7620.000000000000000,0.000000000000000,0.000000000000000,1149247.34
"3767",Balayawewa,"7103045","7","71","7103",86464.000000000000000,0.000000000000000,0.000000000000000,12983320.44
"220",Ambawa,"2134205","2","21","2134",4352.000000000000000,0.000000000000000,0.000000000000000,657455.38
"3790",Daniyagama,"7166070","7","71","7166",43859.000000000000000,56865.000000000000000,1.296541188809594,6604106.42
"3768",Bisokotuwa,"7103035","7","71","7103",513587.000000000000000,137955.000000000000000,0.268610770911258,77142409.23
"3924",Moragoda,"7148015","7","71","7148",80650.000000000000000,12240.000000000000000,0.151766893986361,12131212.83
"3771",Elikimbulagala,"7103010","7","71","7103",49465.000000000000000,138720.000000000000000,2.804407156575356,7428845.77
"3799",Ipulwehera,"7166140","7","71","7166",28778.000000000000000,4335.000000000000000,0.150635902425464,4331794.77
"3769",Bogahawewa,"7103070","7","71","7103",174716.000000000000000,0.000000000000000,0.000000000000000,26246299.64
"3770",Buddhangala,"7103005","7","71","7103",43881.000000000000000,54570.000000000000000,1.243590620086142,6588357.04
"3685",Nochchiyagama,"7139090","7","71","7139",23216.000000000000000,886635.000000000000000,38.190687456926256,3493011.16
"3772",Kumbukwewa,"7103060","7","71","7103",67527.000000000000000,0.000000000000000,0.000000000000000,10144170.32
"3773",Mahasenpura,"7103050","7","71","7103",91869.000000000000000,0.000000000000000,0.000000000000000,13801022.06
"13916",Kuda Wadduwa,"1303340","1","13","1303",2722.000000000000000,454155.000000000000000,166.846069066862611,409634.02
"3779",Track B,"7103030","7","71","7103",69165.000000000000000,0.000000000000000,0.000000000000000,10387544.00
"3774",Maithreepura,"7103020","7","71","7103",62257.000000000000000,7395.000000000000000,0.118781823730665,9348944.27
"3777",Ruwanpura,"7103065","7","71","7103",39087.000000000000000,11475.000000000000000,0.293575869214828,5871719.86
"3778",Sudarshanagama,"7103040","7","71","7103",105326.000000000000000,20145.000000000000000,0.191263315800467,15821576.55
"3936",Jayasirigama,"7145050","7","71","7145",9874.000000000000000,1275.000000000000000,0.129127000202552,1484698.28
"221",Amboruwa,"2134025","2","21","2134",7555.000000000000000,0.000000000000000,0.000000000000000,1139881.34
"3780",Urewa,"7103055","7","71","7103",128918.000000000000000,0.000000000000000,0.000000000000000,19363836.51
"3941",Lunuwewa,"7145055","7","71","7145",34823.000000000000000,0.000000000000000,0.000000000000000,5240490.16
"3816",Demuththewa,"7157060","7","71","7157",102557.000000000000000,51000.000000000000000,0.497284436947259,15434371.79
"3781",Aluth Galkiriyagama,"7166065","7","71","7166",22236.000000000000000,47430.000000000000000,2.133027522935780,3346657.94
"3782",Aluth Kadadugama,"7166085","7","71","7166",7557.000000000000000,26520.000000000000000,3.509329098848749,1138355.54
"3783",Ambagaswewa,"7166045","7","71","7166",75167.000000000000000,0.000000000000000,0.000000000000000,11319793.83
"6125",Egodayagama,"6236175","6","62","6236",1090.000000000000000,17595.000000000000000,16.142201834862384,164395.96
"222",Andiyathenna,"2134260","2","21","2134",4976.000000000000000,0.000000000000000,0.000000000000000,750091.26
"3784",Anakatawewa,"7166100","7","71","7166",32579.000000000000000,34425.000000000000000,1.056662267104577,4905029.44
"3709",Ilandagahawewa,"7115110","7","71","7115",86708.000000000000000,7395.000000000000000,0.085286248097061,13042076.24
"3786",Balaluwewa,"7166015","7","71","7166",43981.000000000000000,47940.000000000000000,1.090016143334622,6620927.93
"3788",Budugehinna,"7166175","7","71","7166",45828.000000000000000,16320.000000000000000,0.356114166012045,6901842.93
"3791",Dembatagolle Gama,"7166170","7","71","7166",32294.000000000000000,26775.000000000000000,0.829101381061497,4863471.04
"3792",Ellawewa,"7166125","7","71","7166",34778.000000000000000,7395.000000000000000,0.212634424061188,5235500.05
"3793",Gam Sabha Halmilla Wewa,"7166030","7","71","7166",73759.000000000000000,28305.000000000000000,0.383749779687902,11102944.73
"3794",Gambirigaswewa,"7166145","7","71","7166",25052.000000000000000,0.000000000000000,0.000000000000000,3770358.24
"3795",Giranegama,"7166105","7","71","7166",47538.000000000000000,0.000000000000000,0.000000000000000,7157842.21
"3797",Hinguruwelpitiya,"7166095","7","71","7166",67059.000000000000000,39525.000000000000000,0.589406343667517,10096137.55
"3959",Amunichchiya,"7151195","7","71","7151",22293.000000000000000,30090.000000000000000,1.349751042928274,3353799.00
"3798",Hinguruwewa,"7166055","7","71","7166",41958.000000000000000,0.000000000000000,0.000000000000000,6318591.43
"3840",Sirimapura,"7142095","7","71","7142",47349.000000000000000,16830.000000000000000,0.355445732750428,7123959.07
"13197",Palangathure,"1203030","1","12","1203",7080.000000000000000,1365780.000000000000000,192.906779661016941,1068121.10
"3800",Kalugala,"7166155","7","71","7166",214741.000000000000000,0.000000000000000,0.000000000000000,32333353.95
"13918",Maha Wadduwa,"1303330","1","13","1303",21617.000000000000000,407235.000000000000000,18.838645510477864,3262736.41
"3801",Karavilagala,"7166025","7","71","7166",38271.000000000000000,0.000000000000000,0.000000000000000,5762063.56
"3802",Katukeliyawa,"7166080","7","71","7166",4939.000000000000000,119085.000000000000000,24.111156104474588,743037.82
"3803",Kirindiwatta,"7166060","7","71","7166",38909.000000000000000,0.000000000000000,0.000000000000000,5857330.84
"3804",Maneruwa,"7166135","7","71","7166",65938.000000000000000,5865.000000000000000,0.088947192817495,9926057.34
"3807",Narangaswewa,"7166115","7","71","7166",37507.000000000000000,2040.000000000000000,0.054389847228517,5646016.39
"223",Avulbodale,"2134180","2","21","2134",1130.000000000000000,0.000000000000000,0.000000000000000,170184.65
"3809",Pahalagama,"7166020","7","71","7166",20541.000000000000000,17850.000000000000000,0.868993719877319,3092039.65
