gid,gnd_n,gnd_c,prov_c,dis_c,dsd_c,guf_count,guf_sum,guf_mean,Shape_Area
"5525",Potuhera East,"6187020","6","61","6187",2460.000000000000000,13260.000000000000000,5.390243902439025,371510.13
"5526",Potuhera West,"6187025","6","61","6187",5924.000000000000000,252960.000000000000000,42.700877785280213,892529.85
"5527",Rathmalgoda,"6187255","6","61","6187",10505.000000000000000,7650.000000000000000,0.728224654926226,1582905.72
"5529",Sunilagama,"6187285","6","61","6187",8334.000000000000000,0.000000000000000,0.000000000000000,1257036.78
"5530",Tenpana,"6187360","6","61","6187",5436.000000000000000,1785.000000000000000,0.328366445916115,819647.54
"5531",Thalawattegedara,"6187170","6","61","6187",5364.000000000000000,2295.000000000000000,0.427852348993289,810542.09
"5532",thiyador Watta,"6187130","6","61","6187",1979.000000000000000,0.000000000000000,0.000000000000000,298263.20
"5544",Amunakole,"6127115","6","61","6127",27540.000000000000000,29580.000000000000000,1.074074074074074,4146328.87
"5533",Udapola,"6187160","6","61","6187",6172.000000000000000,4845.000000000000000,0.784996759559300,932183.18
"5534",Udukedeniya,"6187350","6","61","6187",5080.000000000000000,0.000000000000000,0.000000000000000,766840.78
"5535",Wadakada,"6187060","6","61","6187",9143.000000000000000,47940.000000000000000,5.243355572569179,1379136.88
"5536",Walagammulla,"6187190","6","61","6187",6880.000000000000000,11730.000000000000000,1.704941860465116,1037840.60
"5537",Weeragala,"6187315","6","61","6187",8622.000000000000000,0.000000000000000,0.000000000000000,1300184.62
"5539",Wellewa,"6187265","6","61","6187",20884.000000000000000,0.000000000000000,0.000000000000000,3146841.32
"5540",Yatihena,"6187085","6","61","6187",3873.000000000000000,0.000000000000000,0.000000000000000,583352.53
"5900",Yalawa,"6166045","6","61","6166",28321.000000000000000,0.000000000000000,0.000000000000000,4267867.10
"5541",Yogamuwakanda,"6187320","6","61","6187",6199.000000000000000,0.000000000000000,0.000000000000000,934465.14
"5542",Agare,"6127280","6","61","6127",21335.000000000000000,5355.000000000000000,0.250996015936255,3211874.41
"5543",Ambagaswewa,"6127360","6","61","6127",22836.000000000000000,0.000000000000000,0.000000000000000,3438214.87
"5545",Angulgamuwa,"6127215","6","61","6127",36391.000000000000000,0.000000000000000,0.000000000000000,5483824.37
"5546",Baddegama,"6127395","6","61","6127",22227.000000000000000,61200.000000000000000,2.753408017276286,3348373.69
"5547",Bakmeewewa,"6127260","6","61","6127",23954.000000000000000,0.000000000000000,0.000000000000000,3606063.25
"5549",Bogolla,"6127140","6","61","6127",33970.000000000000000,2805.000000000000000,0.082572858404475,5117310.00
"5550",Bulnewa,"6127025","6","61","6127",51923.000000000000000,0.000000000000000,0.000000000000000,7817213.01
"5907",Divulwewa,"6224150","6","62","6224",44906.000000000000000,0.000000000000000,0.000000000000000,6763303.74
"5551",Dagama,"6127240","6","61","6127",22612.000000000000000,14790.000000000000000,0.654077480983549,3403744.99
"5552",Dambe,"6127090","6","61","6127",109337.000000000000000,0.000000000000000,0.000000000000000,16462026.24
"5554",Dekaduwala,"6127345","6","61","6127",15665.000000000000000,0.000000000000000,0.000000000000000,2357979.93
"5556",Doraweruwa,"6127405","6","61","6127",27187.000000000000000,0.000000000000000,0.000000000000000,4096441.06
"5557",Elagamuwa,"6127200","6","61","6127",26083.000000000000000,7395.000000000000000,0.283518000230035,3928128.12
"5558",Galagedaragama,"6127105","6","61","6127",35079.000000000000000,0.000000000000000,0.000000000000000,5280606.64
"5559",Galahitiyagama,"6127050","6","61","6127",64927.000000000000000,0.000000000000000,0.000000000000000,9780113.09
"5560",Galgiriyawa,"6127035","6","61","6127",49846.000000000000000,0.000000000000000,0.000000000000000,7506527.14
"5561",Galketiyagama,"6127255","6","61","6127",27568.000000000000000,17595.000000000000000,0.638239988392339,4152323.47
"5562",Galtenwewa,"6127180","6","61","6127",23418.000000000000000,14025.000000000000000,0.598898283371765,3526868.68
"5563",Hakwatunawa,"6127230","6","61","6127",17002.000000000000000,0.000000000000000,0.000000000000000,2562427.19
"5568",Henawa,"6127390","6","61","6127",16340.000000000000000,1785.000000000000000,0.109241126070991,2461824.91
"5564",Halmillawewa,"6127205","6","61","6127",126082.000000000000000,4080.000000000000000,0.032359892768198,18985916.39
"5565",Hangamuwa,"6127400","6","61","6127",25563.000000000000000,0.000000000000000,0.000000000000000,3850957.91
"5566",Hathigamuwa,"6127110","6","61","6127",35207.000000000000000,0.000000000000000,0.000000000000000,5301086.95
"5567",Hathpokuna,"6127165","6","61","6127",40034.000000000000000,13260.000000000000000,0.331218464305340,6029835.46
"5915",Labugala,"6224065","6","62","6224",33123.000000000000000,1020.000000000000000,0.030794312109410,4987793.53
"5569",Herathgama,"6127085","6","61","6127",48108.000000000000000,0.000000000000000,0.000000000000000,7245054.11
"5570",Ihala Thelambiyawa,"6127355","6","61","6127",22132.000000000000000,0.000000000000000,0.000000000000000,3331665.98
"5918",Mellankulama,"6224015","6","62","6224",40729.000000000000000,0.000000000000000,0.000000000000000,6133638.70
"5571",Ihala Thimbiriyawa,"6127060","6","61","6127",72049.000000000000000,0.000000000000000,0.000000000000000,10849730.92
"5572",Imihaminegama,"6127210","6","61","6127",23951.000000000000000,0.000000000000000,0.000000000000000,3605062.89
"5920",Mudalakkuliya,"6224175","6","62","6224",94640.000000000000000,15555.000000000000000,0.164359678782756,14250735.83
"5573",Indigolla,"6127245","6","61","6127",20045.000000000000000,6375.000000000000000,0.318034422549264,3019031.29
"5574",Kalawana,"6127370","6","61","6127",25531.000000000000000,5865.000000000000000,0.229720731659551,3846673.25
"5575",Kalugalla,"6127350","6","61","6127",50719.000000000000000,0.000000000000000,0.000000000000000,7641045.97
"5576",Kambuwatawana,"6127030","6","61","6127",70940.000000000000000,12240.000000000000000,0.172540174795602,10682457.36
"5577",Keralankadawala,"6127305","6","61","6127",46098.000000000000000,0.000000000000000,0.000000000000000,6946262.06
"5578",Kiribamunegama,"6127095","6","61","6127",43063.000000000000000,0.000000000000000,0.000000000000000,6486714.06
"5730",Niyangama,"6163565","6","61","6163",21528.000000000000000,0.000000000000000,0.000000000000000,3242538.91
"5579",Koruwawa,"6127175","6","61","6127",28253.000000000000000,3315.000000000000000,0.117332672636534,4255502.85
"5580",Kosgaha Ela,"6127225","6","61","6127",26250.000000000000000,6375.000000000000000,0.242857142857143,3952871.61
"5582",Kumbukulawa,"6127120","6","61","6127",38535.000000000000000,97155.000000000000000,2.521214480342546,5802254.86
"5583",Madagalla,"6127100","6","61","6127",17696.000000000000000,4080.000000000000000,0.230560578661844,2664471.64
"5584",Madahapola,"6127325","6","61","6127",20276.000000000000000,56865.000000000000000,2.804547247977905,3050404.19
"5585",Maeliya North,"6127275","6","61","6127",32980.000000000000000,57630.000000000000000,1.747422680412371,4969438.64
"5586",Maeliya South,"6127340","6","61","6127",24067.000000000000000,0.000000000000000,0.000000000000000,3623682.93
"5587",Makulpotha,"6127285","6","61","6127",13217.000000000000000,6885.000000000000000,0.520920027237649,1990900.40
"5588",Mal Asna,"6127150","6","61","6127",34570.000000000000000,0.000000000000000,0.000000000000000,5206988.60
"5589",Mamunugama,"6127065","6","61","6127",23115.000000000000000,0.000000000000000,0.000000000000000,3480285.15
"5590",Medakanda,"6127320","6","61","6127",18620.000000000000000,0.000000000000000,0.000000000000000,2803983.65
"5591",Meegaswewa,"6127155","6","61","6127",19312.000000000000000,0.000000000000000,0.000000000000000,2907904.55
"5592",Moragollagama,"6127045","6","61","6127",57992.000000000000000,15045.000000000000000,0.259432335494551,8727684.03
"5593",Morotta,"6127300","6","61","6127",22461.000000000000000,0.000000000000000,0.000000000000000,3386282.49
"5594",Nikawehera,"6127220","6","61","6127",74491.000000000000000,4080.000000000000000,0.054771717388678,11220163.19
"5596",Niyandawanaya,"6127160","6","61","6127",35384.000000000000000,20145.000000000000000,0.569325118697717,5329777.20
"5597",Pallekele,"6127125","6","61","6127",21658.000000000000000,0.000000000000000,0.000000000000000,3259267.22
"5598",Paragaha Ela,"6127315","6","61","6127",12505.000000000000000,0.000000000000000,0.000000000000000,1887695.03
"5599",Pathirennegama,"6127070","6","61","6127",17848.000000000000000,43605.000000000000000,2.443130883012102,2688017.32
"5600",Pohorawatta,"6127040","6","61","6127",28943.000000000000000,0.000000000000000,0.000000000000000,4356873.26
"5601",Polgahangoda,"6127310","6","61","6127",36694.000000000000000,0.000000000000000,0.000000000000000,5523460.86
"5602",Polpithigama,"6127145","6","61","6127",32001.000000000000000,103275.000000000000000,3.227242898659417,4819069.46
"5941",Arachchikattuwa East,"6230095","6","62","6230",20214.000000000000000,103785.000000000000000,5.134312852478480,3041582.35
"5603",Ponnilawa,"6127380","6","61","6127",17153.000000000000000,0.000000000000000,0.000000000000000,2583776.72
"5625",Agara Uda,"6118055","6","61","6118",12631.000000000000000,0.000000000000000,0.000000000000000,1901585.10
"13960",Wekada West,"1303235","1","13","1303",3085.000000000000000,708390.000000000000000,229.623987034035650,465017.18
"5947",Dematapitiya,"6230165","6","62","6230",31382.000000000000000,0.000000000000000,0.000000000000000,4729365.94
"5611",Siyambalawewa,"6127190","6","61","6127",18235.000000000000000,0.000000000000000,0.000000000000000,2746868.43
"5604",Pothuvila,"6127130","6","61","6127",139350.000000000000000,0.000000000000000,0.000000000000000,20985333.09
"5605",Rambe,"6127335","6","61","6127",15153.000000000000000,99705.000000000000000,6.579885171253217,2280173.14
"5606",Rawa Ela,"6127235","6","61","6127",17093.000000000000000,6630.000000000000000,0.387878078745685,2573510.86
"5607",Rekevula,"6127135","6","61","6127",66026.000000000000000,0.000000000000000,0.000000000000000,9940965.39
"5608",Saliyagama,"6127075","6","61","6127",44425.000000000000000,4335.000000000000000,0.097580191333709,6688780.84
"5609",Serugasyaya,"6127080","6","61","6127",5951.000000000000000,0.000000000000000,0.000000000000000,896533.47
"5610",Siyambalangamuwa,"6127020","6","61","6127",16629.000000000000000,9690.000000000000000,0.582716940285044,2503927.71
"5630",Halambe,"6118040","6","61","6118",33259.000000000000000,0.000000000000000,0.000000000000000,5007847.45
"5612",Thaladapitiya,"6127010","6","61","6127",35656.000000000000000,7140.000000000000000,0.200246802782140,5368548.14
"5613",Thalakolawewa,"6127195","6","61","6127",16704.000000000000000,0.000000000000000,0.000000000000000,2516418.46
"5614",Thalamalgama,"6127365","6","61","6127",13657.000000000000000,11475.000000000000000,0.840228454272534,2056193.04
"5615",Thalapathwewa,"6127170","6","61","6127",30380.000000000000000,0.000000000000000,0.000000000000000,4574049.73
"5619",Uthuruwella,"6127330","6","61","6127",31253.000000000000000,0.000000000000000,0.000000000000000,4705192.39
"5616",Thalawa,"6127015","6","61","6127",32941.000000000000000,0.000000000000000,0.000000000000000,4956654.31
"5617",Thalwehera,"6127290","6","61","6127",18068.000000000000000,0.000000000000000,0.000000000000000,2722181.06
"5781",Kahadenigama,"6175050","6","61","6175",14497.000000000000000,16575.000000000000000,1.143340001379596,2185199.78
"5618",Thambuwa,"6127385","6","61","6127",41711.000000000000000,27030.000000000000000,0.648030495552732,6284089.85
"5620",Wanduressa,"6127270","6","61","6127",14208.000000000000000,2805.000000000000000,0.197423986486486,2140183.12
"326",Uda Peradeniya,"2130310","2","21","2130",28886.000000000000000,222105.000000000000000,7.689018901890189,4353409.16
"5621",Welangolla,"6127265","6","61","6127",19828.000000000000000,3315.000000000000000,0.167187815210813,2986606.57
"5622",Welidalla,"6127375","6","61","6127",19437.000000000000000,16575.000000000000000,0.852755054792406,2928704.16
"5623",Welipitiya,"6127295","6","61","6127",24355.000000000000000,0.000000000000000,0.000000000000000,3668039.00
"5624",Abokkagama,"6118015","6","61","6118",17782.000000000000000,146115.000000000000000,8.217017208413003,2677936.24
"5626",Ambagammana,"6118105","6","61","6118",11914.000000000000000,0.000000000000000,0.000000000000000,1796320.27
"328",Watapuluwa,"2130035","2","21","2130",2191.000000000000000,324615.000000000000000,148.158375171154717,330122.68
"5628",Divullewa,"6118120","6","61","6118",32666.000000000000000,0.000000000000000,0.000000000000000,4919317.04
"5629",Galpanawa,"6118035","6","61","6118",11085.000000000000000,0.000000000000000,0.000000000000000,1671486.78
"5631",Kadigawa Track1,"6118125","6","61","6118",23718.000000000000000,3060.000000000000000,0.129015937262838,3571183.87
"5632",Kadigawa Track3,"6118130","6","61","6118",56074.000000000000000,1530.000000000000000,0.027285372900096,8447253.10
"5633",Kallanchiya,"6118085","6","61","6118",20630.000000000000000,0.000000000000000,0.000000000000000,3107525.18
"5637",Koralayagama,"6118005","6","61","6118",22017.000000000000000,0.000000000000000,0.000000000000000,3315669.62
"5634",Kanagullewa,"6118075","6","61","6118",45804.000000000000000,14790.000000000000000,0.322897563531569,6897269.91
"5664",Diniminiyathenna,"6163105","6","61","6163",18051.000000000000000,6120.000000000000000,0.339039388399535,2719730.99
"5635",Kanuketiya,"6118020","6","61","6118",15742.000000000000000,108375.000000000000000,6.884449244060475,2371971.07
"5636",Kongaswalayagama,"6118115","6","61","6118",19199.000000000000000,5610.000000000000000,0.292202718891609,2890696.37
"5643",Niraliyadda,"6118100","6","61","6118",29593.000000000000000,23970.000000000000000,0.809988848714223,4458614.05
"329",Watapuluwa South,"2130045","2","21","2130",1730.000000000000000,269025.000000000000000,155.505780346820814,261031.48
"5639",Leekolapitiya,"6118050","6","61","6118",58158.000000000000000,0.000000000000000,0.000000000000000,8755901.73
"5640",Magurankadawala,"6118140","6","61","6118",53886.000000000000000,0.000000000000000,0.000000000000000,8117933.96
"5979",Inigodawela,"6233220","6","62","6233",8596.000000000000000,118575.000000000000000,13.794206607724522,1293775.55
"5641",Malpanawa,"6118010","6","61","6118",19044.000000000000000,0.000000000000000,0.000000000000000,2868379.49
"5984",Karawitagara West,"6233135","6","62","6233",9208.000000000000000,23970.000000000000000,2.603171155516942,1388230.82
"5642",Nammuwawa,"6118095","6","61","6118",43076.000000000000000,59415.000000000000000,1.379306342278763,6486938.51
"5681",Gurumada,"6163345","6","61","6163",3936.000000000000000,51255.000000000000000,13.022103658536585,593880.72
"5655",Ambakote,"6163265","6","61","6163",20096.000000000000000,19635.000000000000000,0.977060111464968,3026913.27
"5644",Ottukulama,"6118045","6","61","6118",40579.000000000000000,7650.000000000000000,0.188521156263092,6113355.99
"5986",Kurusapaduwa,"6233005","6","62","6233",3830.000000000000000,149430.000000000000000,39.015665796344649,576269.00
"5817",Ethawa,"6136075","6","61","6136",22625.000000000000000,11730.000000000000000,0.518453038674033,3409594.40
"5645",Rambewa,"6118065","6","61","6118",22994.000000000000000,0.000000000000000,0.000000000000000,3464611.86
"5646",Rasnayakapura,"6118080","6","61","6118",57374.000000000000000,93840.000000000000000,1.635584062467320,8641235.19
"5647",Subhasinghapura,"6118135","6","61","6118",41480.000000000000000,0.000000000000000,0.000000000000000,6245578.30
"5653",Akkara Panaha,"6163405","6","61","6163",6382.000000000000000,0.000000000000000,0.000000000000000,963471.19
"5648",Thalakolawewa,"6118070","6","61","6118",30747.000000000000000,3315.000000000000000,0.107815396624061,4632450.72
"5823",Horombuwa,"6136265","6","61","6136",19085.000000000000000,90525.000000000000000,4.743253864291328,2873411.01
"5649",Udahenegama,"6118060","6","61","6118",39022.000000000000000,0.000000000000000,0.000000000000000,5874993.67
"5650",Udunowa,"6118030","6","61","6118",18237.000000000000000,0.000000000000000,0.000000000000000,2745661.42
"5651",Unagolla,"6118110","6","61","6118",18447.000000000000000,0.000000000000000,0.000000000000000,2778251.84
"5652",Adapola,"6163010","6","61","6163",20917.000000000000000,0.000000000000000,0.000000000000000,3151825.22
"5830",Konotta,"6136020","6","61","6136",34236.000000000000000,0.000000000000000,0.000000000000000,5155249.05
"5654",Alakolamada,"6163115","6","61","6163",5281.000000000000000,6375.000000000000000,1.207157735277410,795810.97
"5656",Balagala,"6163510","6","61","6163",7365.000000000000000,0.000000000000000,0.000000000000000,1109079.09
"6002",Pitipana East,"6233185","6","62","6233",1671.000000000000000,257295.000000000000000,153.976660682226225,251687.35
"5657",Balawattala,"6163070","6","61","6163",29654.000000000000000,40545.000000000000000,1.367269171106765,4466141.30
"5658",Bambaragahakanda,"6163330","6","61","6163",11076.000000000000000,0.000000000000000,0.000000000000000,1667985.06
"5659",Bogamuwa,"6163545","6","61","6163",23735.000000000000000,16065.000000000000000,0.676848535917422,3576477.42
"5660",Buluwala,"6163390","6","61","6163",10513.000000000000000,0.000000000000000,0.000000000000000,1584156.68
"5661",Buluwalakanda,"6163385","6","61","6163",3899.000000000000000,0.000000000000000,0.000000000000000,586846.35
"5662",Dedurunadeegama,"6163255","6","61","6163",1478.000000000000000,20655.000000000000000,13.974966170500677,222698.71
"5663",Delvita,"6163305","6","61","6163",30690.000000000000000,22950.000000000000000,0.747800586510264,4623787.69
"5665",Dodamgaslanda,"6163125","6","61","6163",27395.000000000000000,12750.000000000000000,0.465413396605220,4131344.14
"5840",Nabadawewa,"6136190","6","61","6136",25141.000000000000000,4335.000000000000000,0.172427508850086,3786971.77
"5666",Dodangahakotuwa,"6163050","6","61","6163",2421.000000000000000,0.000000000000000,0.000000000000000,363774.90
"5667",Doranepola,"6163240","6","61","6163",12411.000000000000000,0.000000000000000,0.000000000000000,1870283.99
"5668",Dunumawa,"6163465","6","61","6163",11481.000000000000000,0.000000000000000,0.000000000000000,1729822.69
"5669",Erepolakanda,"6163490","6","61","6163",3781.000000000000000,0.000000000000000,0.000000000000000,571304.11
"5670",Eriyagolla,"6163340","6","61","6163",18007.000000000000000,0.000000000000000,0.000000000000000,2714022.31
"5671",Gabadagama,"6163280","6","61","6163",15014.000000000000000,0.000000000000000,0.000000000000000,2264020.99
"5672",Galbindinaela,"6163470","6","61","6163",9277.000000000000000,0.000000000000000,0.000000000000000,1398945.80
"5673",Gallawa,"6163455","6","61","6163",14636.000000000000000,0.000000000000000,0.000000000000000,2204735.25
"5674",Ganegoda,"6163540","6","61","6163",10352.000000000000000,0.000000000000000,0.000000000000000,1558644.32
"5676",Gonadeniya,"6163425","6","61","6163",6635.000000000000000,0.000000000000000,0.000000000000000,999348.41
"5677",Gonamada,"6163380","6","61","6163",12290.000000000000000,0.000000000000000,0.000000000000000,1850663.79
"5678",Gonigoda,"6163525","6","61","6163",15262.000000000000000,20400.000000000000000,1.336653125409514,2301370.91
"5679",Gopallawa,"6163060","6","61","6163",13196.000000000000000,0.000000000000000,0.000000000000000,1988961.38
"5683",Haliyamulla,"6163290","6","61","6163",5505.000000000000000,94350.000000000000000,17.138964577656676,828806.77
"6028",Gonavila North,"6248110","6","62","6248",5526.000000000000000,17850.000000000000000,3.230184581976113,835818.15
"8038",Kendagamuwa Pahalagma,"9103155","9","91","9103",8664.000000000000000,66810.000000000000000,7.711218836565097,1308807.78
"5680",Goraka Ela,"6163310","6","61","6163",16392.000000000000000,0.000000000000000,0.000000000000000,2470870.50
"5682",Hadiramulla,"6163365","6","61","6163",10916.000000000000000,125205.000000000000000,11.469860754855258,1643147.05
"5684",Hawenpola,"6163395","6","61","6163",12545.000000000000000,0.000000000000000,0.000000000000000,1889935.92
"5685",Hunugalkadulla,"6163230","6","61","6163",8095.000000000000000,13515.000000000000000,1.669549104385423,1220086.54
"5686",Hunupolagedara,"6163245","6","61","6163",15284.000000000000000,0.000000000000000,0.000000000000000,2303550.62
"5687",Ihala Udattapola,"6163080","6","61","6163",12049.000000000000000,24990.000000000000000,2.074031039920325,1815884.57
"5691",Kahahena,"6163195","6","61","6163",11455.000000000000000,0.000000000000000,0.000000000000000,1726457.29
"330",Watapuluwa West,"2130060","2","21","2130",4953.000000000000000,302430.000000000000000,61.059963658388853,746705.14
"5688",Ikiriwatta,"6163560","6","61","6163",13130.000000000000000,2550.000000000000000,0.194211728865194,1977991.46
"5689",Jakaduwa,"6163505","6","61","6163",7051.000000000000000,0.000000000000000,0.000000000000000,1061710.91
"5690",Jankure,"6163205","6","61","6163",12210.000000000000000,765.000000000000000,0.062653562653563,1841229.95
"5694",Kandegedara,"6163285","6","61","6163",14376.000000000000000,25755.000000000000000,1.791527545909850,2169144.03
"5696",Kandupalatha,"6163100","6","61","6163",11320.000000000000000,0.000000000000000,0.000000000000000,1703294.25
"5697",Kanugolla,"6163040","6","61","6163",9344.000000000000000,0.000000000000000,0.000000000000000,1410618.77
"5698",Karandagolla,"6163260","6","61","6163",5167.000000000000000,19380.000000000000000,3.750725759628411,779157.59
"5699",Katiyawa,"6163020","6","61","6163",26846.000000000000000,0.000000000000000,0.000000000000000,4043734.59
"5700",Kavisigamuwa,"6163235","6","61","6163",8685.000000000000000,26775.000000000000000,3.082901554404145,1308635.98
"5701",Kelemulla,"6163090","6","61","6163",8333.000000000000000,0.000000000000000,0.000000000000000,1256188.24
"5702",Kiribathgalla,"6163325","6","61","6163",22165.000000000000000,0.000000000000000,0.000000000000000,3340435.63
"5703",Kithulgolla,"6163335","6","61","6163",12853.000000000000000,0.000000000000000,0.000000000000000,1938904.35
"5704",Kithulwala,"6163300","6","61","6163",15978.000000000000000,17595.000000000000000,1.101201652271874,2405965.71
"5705",Kongoda,"6163400","6","61","6163",10927.000000000000000,0.000000000000000,0.000000000000000,1646486.61
"5706",Korossa,"6163120","6","61","6163",13992.000000000000000,11475.000000000000000,0.820111492281304,2108723.19
"5707",Kosgolla,"6163475","6","61","6163",16511.000000000000000,33150.000000000000000,2.007752407485918,2486038.14
"5708",Kosgollepola,"6163270","6","61","6163",8598.000000000000000,0.000000000000000,0.000000000000000,1295970.61
"5709",Koswatta,"6163045","6","61","6163",21840.000000000000000,2550.000000000000000,0.116758241758242,3290137.57
"5710",Kothalawalagama,"6163130","6","61","6163",18349.000000000000000,11475.000000000000000,0.625374679819064,2762264.07
"5712",Kurukeppitiya,"6163550","6","61","6163",7500.000000000000000,0.000000000000000,0.000000000000000,1131281.65
"5714",Lihiniwehera,"6163140","6","61","6163",25775.000000000000000,141015.000000000000000,5.470999030067896,3881967.12
"5715",Madithiyawa,"6163165","6","61","6163",13406.000000000000000,0.000000000000000,0.000000000000000,2021439.07
"5717",Malbe,"6163445","6","61","6163",8293.000000000000000,58395.000000000000000,7.041480766911853,1251856.32
"5718",Maspotha,"6163485","6","61","6163",8773.000000000000000,0.000000000000000,0.000000000000000,1321707.18
"5719",Medagama,"6163435","6","61","6163",8153.000000000000000,0.000000000000000,0.000000000000000,1228141.79
"5720",Medakanda,"6163430","6","61","6163",8922.000000000000000,0.000000000000000,0.000000000000000,1344613.62
"5721",Meeliyadda,"6163530","6","61","6163",10330.000000000000000,44880.000000000000000,4.344627299128751,1559856.49
"5722",Meepitiya,"6163035","6","61","6163",20470.000000000000000,9945.000000000000000,0.485832926233512,3083765.16
"6557",Jaffna Town West,"4136065","4","41","4136",2793.000000000000000,505665.000000000000000,181.047261009667011,417636.60
"5723",Metiyampotha,"6163420","6","61","6163",5367.000000000000000,22695.000000000000000,4.228619340413639,807103.02
"6067",Anawasala,"6203015","6","62","6203",29049.000000000000000,596700.000000000000000,20.541154600846845,4372055.73
"5724",Minirangama,"6163110","6","61","6163",11919.000000000000000,5355.000000000000000,0.449282657941102,1796484.33
"5725",Mirissala,"6163460","6","61","6163",8829.000000000000000,0.000000000000000,0.000000000000000,1329849.49
"5726",Morathiha,"6163225","6","61","6163",13797.000000000000000,18870.000000000000000,1.367688627962601,2079331.61
"5728",Nelaulla,"6163440","6","61","6163",30133.000000000000000,0.000000000000000,0.000000000000000,4537724.38
"6069",Dachbe,"6203005","6","62","6203",88811.000000000000000,22185.000000000000000,0.249800137370371,13359779.13
"6072",Kandakuliya,"6203060","6","62","6203",75650.000000000000000,1048305.000000000000000,13.857303370786516,11382521.90
"5729",Nithulpitiya,"6163095","6","61","6163",10610.000000000000000,0.000000000000000,0.000000000000000,1600233.91
"5732",Ogodapola,"6163370","6","61","6163",9803.000000000000000,57630.000000000000000,5.878812608385188,1480722.94
"5746",Rambadagalla,"6163210","6","61","6163",20737.000000000000000,53550.000000000000000,2.582340743598399,3126391.85
"5733",Olagama,"6163220","6","61","6163",8489.000000000000000,22695.000000000000000,2.673459771468960,1279670.81
"5734",Paliella,"6163415","6","61","6163",6777.000000000000000,49470.000000000000000,7.299690128375388,1021063.70
"332",Welata,"2130170","2","21","2130",3555.000000000000000,715785.000000000000000,201.345991561181421,535609.38
"5737",Palleyaya,"6163190","6","61","6163",17421.000000000000000,0.000000000000000,0.000000000000000,2625582.66
"5738",Panagamuwa,"6163355","6","61","6163",1848.000000000000000,99705.000000000000000,53.952922077922075,279285.15
"5739",Paragaswewa,"6163005","6","61","6163",11067.000000000000000,13770.000000000000000,1.244239631336405,1665580.23
"5740",Paragoda,"6163555","6","61","6163",30913.000000000000000,0.000000000000000,0.000000000000000,4660505.92
"5741",Pihimbuwa,"6163480","6","61","6163",8953.000000000000000,8160.000000000000000,0.911426337540489,1349830.03
"5744",Pusselikanda,"6163520","6","61","6163",4545.000000000000000,0.000000000000000,0.000000000000000,684466.59
"5904",Anamaduwa,"6224140","6","62","6224",11870.000000000000000,373320.000000000000000,31.450716090985679,1785464.32
"5745",Pussella,"6163515","6","61","6163",9912.000000000000000,16065.000000000000000,1.620762711864407,1495672.75
"5747",Rambukandana,"6163150","6","61","6163",6078.000000000000000,81090.000000000000000,13.341559723593287,915552.33
"5748",Ranthetikanda,"6163375","6","61","6163",5078.000000000000000,0.000000000000000,0.000000000000000,764531.41
"5749",Rathvita,"6163065","6","61","6163",17859.000000000000000,0.000000000000000,0.000000000000000,2690911.48
"6797",Urumpirai North,"4118040","4","41","4118",10685.000000000000000,151470.000000000000000,14.175947590079550,1601883.89
"333",Wewathenna,"2130260","2","21","2130",9807.000000000000000,386580.000000000000000,39.418782502294277,1477995.09
"5750",Reddagoda,"6163175","6","61","6163",29103.000000000000000,14535.000000000000000,0.499433048139367,4386748.34
"5751",Rideegama,"6163160","6","61","6163",26785.000000000000000,81345.000000000000000,3.036960985626283,4036365.43
"5752",Siyambalangamuwa,"6163495","6","61","6163",7678.000000000000000,0.000000000000000,0.000000000000000,1157396.76
"334",Ahaspokuna North,"2127255","2","21","2127",3519.000000000000000,74205.000000000000000,21.086956521739129,531408.04
"335",Ahaspokuna South,"2127280","2","21","2127",5592.000000000000000,249900.000000000000000,44.688841201716741,843274.04
"5753",Thalgaspitiya,"6163500","6","61","6163",9570.000000000000000,205785.000000000000000,21.503134796238246,1442349.65
"5754",Thelambugalla,"6163170","6","61","6163",18195.000000000000000,70635.000000000000000,3.882110469909316,2739824.32
"5755",Udahena,"6163025","6","61","6163",20030.000000000000000,0.000000000000000,0.000000000000000,3019921.58
"5756",Udahorombuwa,"6163200","6","61","6163",5848.000000000000000,0.000000000000000,0.000000000000000,880801.68
"6604",Kondavil Centre  East,"4133150","4","41","4133",1240.000000000000000,77520.000000000000000,62.516129032258064,187306.05
"5758",Udattapola Pahala,"6163075","6","61","6163",11092.000000000000000,80835.000000000000000,7.287684817886765,1670625.49
"5759",Waduressa,"6163030","6","61","6163",23952.000000000000000,0.000000000000000,0.000000000000000,3607241.01
"5760",Warakawehera,"6163155","6","61","6163",14585.000000000000000,5610.000000000000000,0.384641755227974,2198004.39
"5761",Wegama,"6163055","6","61","6163",8936.000000000000000,0.000000000000000,0.000000000000000,1346268.96
"5762",Welagedara,"6163410","6","61","6163",12311.000000000000000,23970.000000000000000,1.947039233206076,1855069.31
"5763",Welikanda,"6163295","6","61","6163",15945.000000000000000,0.000000000000000,0.000000000000000,2403424.32
"336",Alawathugirigama,"2127020","2","21","2127",12217.000000000000000,9180.000000000000000,0.751411966931325,1841158.40
"6087",Palliyawatta,"6203010","6","62","6203",16561.000000000000000,139485.000000000000000,8.422498641386390,2490449.42
"5764",Wewegedara,"6163145","6","61","6163",16912.000000000000000,210885.000000000000000,12.469548249763482,2547828.71
"5765",Ammanamulla,"6175175","6","61","6175",16300.000000000000000,0.000000000000000,0.000000000000000,2459981.55
